review_id,sent_idx,sentence,aspects,sentiments,recommendations
1203,0,cập nhật lần 2 rồi mà cột sóng vẫn chỉ báo đc 1 vạch nhiều lúc k có vạch nào mặc dù xung quanh có rất nhiều cột sóng. tóm lại cứ nhìn đến hai cột sóng cảm giác như đang ở sa mạc hay trong rừng rậm và đang ở ngoài biển đảo ấy. hãng lớn mà cho ra sản phẩm như lllllllllllllllll.,"['battery', 'others']","{'battery': 'Neutral', 'others': 'Negative'}","['Cải thiện độ chính xác của cột sóng', 'Sửa lỗi hiển thị cột sóng không đúng']"
1204,0,mình mới mua đk 3 ngày. máy rất mượt. cấu hình mạnh chơi pubg mức đồ họa cao nhất cực mượt. nhân viên bán hàng râ t dễ thương và nhiệt tình. 2 sao cho nhân viên tên trang và 5 sao cho điện máy xanh.,"['performance', 'design', 'ser&acc']","{'performance': 'Positive', 'design': 'Neutral', 'ser&acc': 'Positive'}","['Không có phản hồi hoặc yêu cầu rõ ràng trong đánh giá này. Tất cả các điểm đều là đánh giá tích cực. Vì vậy', 'không có khuyến nghị cụ thể nào để đưa ra dựa trên thông tin đã cho']"
1205,0,"sản phẩm quá ngon trong phân khúc, ae mua về chiến lqm bao ngon , , ,,,,,,,,,,,",['general'],{'general': 'Positive'},"['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Đoạn văn chỉ mô tả sản phẩm là ""quá ngon"" và ""chiến lược mua hàng tốt"". Vì vậy', 'tôi không thể cung cấp các khuyến nghị dựa trên thông tin đã cho']"
1206,0,vừa mua về được 3 ngày định sử dụng app clear dọm rác có nên k? đt sài ổn tốt nhân viên phục vụ tận tình,"['performance', 'design', 'ser&acc']","{'performance': 'Neutral', 'design': 'Neutral', 'ser&acc': 'Positive'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Tuy nhiên', 'dựa trên các quy tắc đã cung cấp', 'đây là một số gợi ý có thể:', '1. **Cải thiện trải nghiệm người dùng (UX):** ""Cải thiện giao diện người dùng để dễ dàng quản lý dữ liệu rác.""', '2. **Nâng cao hiệu năng:** ""Tăng tốc độ xử lý dữ liệu rác để cải thiện hiệu suất ứng dụng.""', 'Nếu bạn cần một câu trả lời chính xác hơn', 'v']"
1207,0,"vừa khui lúc sáng ! mọi thứ thật tuyệt vời ! máy pin trâu , mượt , nhanh , màn hình rất nét ...! cầm nặng tay xíu vì từ i6 lên mà !","['battery', 'performance', 'screen', 'design']","{'battery': 'Positive', 'performance': 'Positive', 'screen': 'Positive', 'design': 'Neutral'}",[]
1208,0,"mới mua hôm qua , hôm nay giảm giá...đau lòng...mới mấy tiếng, k có gì buồn hơn luôn. mà có ai cho hỏi loa kép là ntn k ạ",['others'],{'others': 'Negative'},"['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Vì vậy', 'tôi không thể cung cấp một danh sách với các khuyến nghị cụ thể. Nếu bạn có thêm thông tin hoặc ngữ cảnh khác', 'vui lòng cung cấp để tôi có thể hỗ trợ bạn tốt hơn']"
1209,0,hài lòng về sản phẩm. mọi thứ đêu rât tốt nghe nhạc xem phim chơi game âm thanh to và hay,"['general', 'screen', 'battery', 'performance', 'camera', 'design', 'price']","{'general': 'Positive', 'screen': 'Neutral', 'battery': 'Neutral', 'performance': 'Positive', 'camera': 'Neutral', 'design': 'Neutral', 'price': 'Neutral'}",[]
1210,0,tóm lại là ok. trong tầm giá 5tr7 vậy là quá ngon. muốn xịn thì bỏ tiền ra mua ip mà sài cho ngon,"['price', 'general']","{'price': 'Positive', 'general': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Đoạn văn chỉ là một nhận xét chung về giá cả và chất lượng sản phẩm. Vì vậy', 'tôi không thể cung cấp một danh sách các khuyến nghị dựa trên thông tin đã cho']"
1211,0,mới mua được 1 ngày.kết nối bluetooth không ổn định nghe nhạc qua tai nghe bị dừng nhạc rồi phát tiếp liên tục.cảm ứng không chuẩn,"['connectivity', 'feedback']","{'connectivity': 'Negative', 'feedback': 'Negative'}","['Sửa lỗi kết nối Bluetooth', 'Cải thiện cảm ứng']"
1212,0,mày sài rất ok ko lỗi j hết . game chơi rất mượt ko bị giật lác mới mua 1 tuần cảm nhận rất ok,"['performance', 'screen']","{'performance': 'Positive', 'screen': 'Neutral'}","['Cải thiện hiệu suất ứng dụng', 'Tăng cường khả năng tương thích với các thiết bị']"
1213,0,"pin không đc như kì vọng, dùng chưa đc 24 tiếng đã hết. ban đầu chơi game rất mượt k giật lag, nhưng về sau thì cảm ứng k nhạy lắm trong khi máy mới chỉ dùng nửa tháng dùng máy rất nhanh nóng. điểm cộng là ngoại hình được, camera net, chụp ảnh đẹp, bộ lưu trữ lớn, xử lý nhanh","['battery', 'performance', 'camera', 'storage']","{'battery': 'Negative', 'performance': 'Negative', 'camera': 'Positive', 'storage': 'Positive'}","['Cải thiện hiệu suất pin', 'Cải thiện độ nhạy cảm ứng']"
1214,0,"sản phẩm dưới dưới 3 triệu vậy là quá ổn , chơi game cũng khá ổn, pin trâu. với giá này vậy là ngon","['price', 'performance', 'battery']","{'price': 'Positive', 'performance': 'Positive', 'battery': 'Positive'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Đoạn văn mô tả sản phẩm theo cách tích cực', 'không có yêu cầu rõ ràng hoặc vấn đề cần sửa chữa. Vì vậy', 'không có khuyến nghị phù hợp để đưa ra dựa trên thông tin đã cho']"
1215,0,"chụp cận cảnh không đẹp như quảng cáo. mở chế độ cận cảnh lên là màn hình ruồi không, chụp gần mờ chứ ko rõ nét. hay do máy mình lỗi. sạc nhanh thì bị nóng máy. khi mua thì thấy máy đc dán màn hình sẵn rồi, hộp cũng bị rách tem niêm phong rồi nhưng nhân viên vẫn đảm bảo là máy mới.","['camera', 'battery', 'design']","{'camera': 'Negative', 'battery': 'Negative', 'design': 'Neutral'}","['Cải thiện chất lượng camera cận cảnh', 'Sửa lỗi màn hình ruồi khi mở chế độ cận cảnh']"
1216,0,sản phẩm tốt đẹp chơi game mượt và mát máy. mà sao nền màn hình dark grey có bị viền sáng. có ai bị giống vậy không hay máy tôi bị lỗi,"['performance', 'screen']","{'performance': 'Positive', 'screen': 'Negative'}","['Cải thiện độ sáng nền màn hình', 'Sửa lỗi viền sáng nền màn hình']"
1217,0,"máy trải nghiệm thua a5 2017 nữa chậm, đơ . mua về xài tác vụ bình thường thì được. mà bỏ ra gần 8 triệu để xài tác vụ nhẹ thì thấy không ổn rồi .","['performance', 'design']","{'performance': 'Negative', 'design': 'Neutral'}","['Cải thiện hiệu suất ứng dụng', 'Tối ưu hóa trải nghiệm người dùng']"
1218,0,sản phẩm tốt pin trâu chơi game được 10 tiếng camera chụp đẹp quá tốt so với tầm giá cảm ơn tgdd,"['battery', 'performance', 'camera', 'general']","{'battery': 'Positive', 'performance': 'Positive', 'camera': 'Positive', 'general': 'Neutral'}","['Cải thiện hiệu suất pin cho các trò chơi nặng', 'Cải thiện chất lượng camera']"
1219,0,"mua được tháng rưỡi mà bây giờ tự nhiên bật màn hìh không lên, cứ bật mạng hay wifi lên là lại đơ đơ mấy phút buồn thật sự","['battery', 'others']","{'battery': 'Negative', 'others': 'Neutral'}","['Sửa lỗi màn hình không hiển thị', 'Cải thiện hiệu suất khi kết nối mạng']"
1220,0,vân tay lúc dc lúc ko. nhận dien khuôn mặt cũng ko tốt. bắt sóng kém. nói chung là thua máy tàu. sam sung ngày càng kém,"['ser&acc', 'camera', 'battery', 'performance']","{'ser&acc': 'Neutral', 'camera': 'Negative', 'battery': 'Neutral', 'performance': 'Negative'}","['Cải thiện độ chính xác nhận diện vân tay', 'Cải thiện chất lượng nhận diện khuôn mặt']"
1221,0,màn hình và camera ngon hơn live ban đầu. đã đặt hàng mua đợt giảm 1 3 tháng 9 bản thân dùng live gần 1 năm nay nên mjh trãi nghiệm qua live4 ngon hơn hẳn,"['screen', 'camera']","{'screen': 'Positive', 'camera': 'Positive'}","['Cải thiện chất lượng màn hình và camera', 'Cải thiện trải nghiệm người dùng trên Live']"
1222,0,sao camre bị hột quá sao thời gian sử dụng lúc mua về bt sữ dụg đc khoảg 1tuần camre bị vậy,"['camera', 'battery']","{'camera': 'Neutral', 'battery': 'Negative'}","['Cải thiện hiệu suất camera', 'Sửa lỗi thời lượng pin']"
1223,0,"đth realme c3 dùng rất oke. pin trâu, game mượt. trong tầm giá 3triệu thì rất đáng để sd","['battery', 'performance']","{'battery': 'Positive', 'performance': 'Positive'}","['Không có phản hồi hoặc yêu cầu rõ ràng trong đánh giá này. Tuy nhiên', 'dựa trên thông tin được cung cấp', 'đây là một số đề xuất có thể:', '1. Thêm tính năng chế độ tiết kiệm pin để kéo dài thời lượng pin', '2. Cải thiện hiệu suất tổng thể của điện thoại để tăng tốc độ xử lý và phản hồi', 'Lưu ý rằng đây chỉ là những đề xuất dựa trên thông tin được cung cấp', 'và không có phản hồi hoặc yêu cầu rõ ràng trong đánh giá này']"
1224,0,mình dùng được 2 tuần rồi pin lâu hết lắm sạc nhanh lắm luôn k bị giật lag gì hết nhưng mình thấy camera selfie ảo quá thôi mình k thích ảo quá nhưng camera sau chụp đẹp lắm nhe nhưng điểm yếu của nó là k bật đèn led lên sẵng được thegioididong.com xác nhận khách hàng nguyễn chí linh mua online trên website thegioididong.com mua 1 tuần trước,"['battery', 'camera', 'features']","{'battery': 'Positive', 'camera': 'Negative', 'features': 'Neutral'}","['Cải thiện chất lượng ảo camera selfie', 'Thêm tính năng bật đèn LED sẵn sàng cho camera sau']"
1225,0,"sản phẩm dùng khá tốt, nhân viên hỗ trợ nhiệt tình...............................","['general', 'ser&acc']","{'general': 'Positive', 'ser&acc': 'Neutral'}",[]
1226,0,trước mua con samsung a51 về ko đáp ứng được nhu cầu làm việc. đổi sang em này dùng ngon hẳn. đúng là dùng nhiều hãng vẫn ưng ý nhất với dòng ip. xử lí nhanh mượt ko đơ máy. e này nhỏ gọn dùng ngon chụp ảnh đẹp. nói chung ưng ta ko có gì để chê. bác nào có nhu cầu mua e khuyên nên mua thêm cái sạc ko dây loại ngon 1 củ nữa. dùng mượt khỏi phải nói.,"['performance', 'design', 'camera', 'general']","{'performance': 'Positive', 'design': 'Positive', 'camera': 'Positive', 'general': 'Positive'}","['Cải thiện hiệu suất xử lý', 'Thêm tính năng sạc không dây']"
1227,0,điện thoại xài ổn màn hình lớn đmx phục vụ ok hệ điều hành mượt mà chụp ảnh sắc nét,"['battery', 'screen', 'performance', 'camera', 'general']","{'battery': 'Neutral', 'screen': 'Positive', 'performance': 'Positive', 'camera': 'Positive', 'general': 'Positive'}",[]
1228,0,mua r mới thấy hối hận vì pin quá tệ . k xài mà vẫn tuột pin . lên cữa hàng thì nhân viên nói là pin k có vấn đề cứ khăn khăn cho rằng ứng dụng chạy ngầm . cái oppo reno2f này nó hút pin còn gê hơn iphone 6s plus đã sữ dụng qua 2 năm .mong là hệ thống khác phục .,"['battery', 'others']","{'battery': 'Negative', 'others': 'Neutral'}","['Cải thiện hiệu suất ứng dụng để tiết kiệm pin', 'Sửa lỗi tiêu thụ pin quá mức của ứng dụng']"
1229,0,máy ram 8 đi chạy chậm tệ . pin mau hết . nghĩ lại thấy chán . pin 4500 mà còn thua pin 4000 xa,"['ram', 'battery']","{'ram': 'Negative', 'battery': 'Negative'}","['Cải thiện hiệu suất ứng dụng', 'Nâng cao tuổi thọ pin']"
1230,0,"điện thoại đẹp. cấu hình tốt, pin trâu chơi được pubg ở cấu hình đồ họa thường.","['design', 'performance', 'battery']","{'design': 'Positive', 'performance': 'Positive', 'battery': 'Positive'}",[]
1231,0,sản phẩm do chính người việt làm rất chuẩn chỉnh .trang thiết bị sản xuất ra sản phẩm rất hiện đại.thiết kế máy sang trọng lịch lãm. cấu hình máy đi đầu trong công nghệ .!!tuyệt vời...,"['design', 'performance', 'camera', 'storage', 'ser&acc']","{'design': 'Positive', 'performance': 'Positive', 'camera': 'Neutral', 'storage': 'Neutral', 'ser&acc': 'Positive'}","['Không có phản hồi tiêu cực hoặc yêu cầu rõ ràng trong đánh giá này. Vì vậy', 'tôi không thể cung cấp bất kỳ khuyến nghị nào dựa trên quy tắc đã cho. Tuy nhiên', 'nếu bạn muốn', 'tôi có thể đưa ra một số gợi ý chung dựa trên những gì người dùng đã viết:', '1. **Cải thiện trải nghiệm người dùng (UX):**', 'Cải thiện giao diện người dùng để dễ sử dụng hơn', '2. **Nâng cao hiệu năng hoặc tốc độ:**', 'Tăng tốc độ xử lý']"
1232,0,"pin rất lâu. sóng khỏe. loa rất to. đèn pin rất sáng. nghe radio k cần tai nghe. nói chung rất tốt. nhưng máy hay bị tự động gửi tin nhắn văn bản , không biết có tốn tiền k.","['battery', 'wifi', 'loa', 'light', 'general']","{'battery': 'Positive', 'wifi': 'Neutral', 'loa': 'Positive', 'light': 'Positive', 'general': 'Positive'}","['Cải thiện hiệu suất pin', 'Sửa lỗi tự động gửi tin nhắn văn bản']"
1233,0,loa tặng kèm sài đc 2 ngày là k kết nối đc. đồ tặng k bao giờ tốt mà. quá thất vọng,"['loa', 'others']","{'loa': 'Negative', 'others': 'Negative'}","['Sửa lỗi kết nối loa', 'Cải thiện độ tin cậy của loa tặng kèm']"
1234,0,pin lúc đầu cũng trâu đấy nhưng vài ngày sau mau tuột pin với camera ổn chụp lúc 16h rưỡi đẹp,"['battery', 'camera']","{'battery': 'Negative', 'camera': 'Positive'}","['Cải thiện hiệu suất pin', 'Cải thiện chất lượng camera vào buổi chiều']"
1235,0,1 tuần trải nghiệm ae nào giống ko hay là lỗi riêng 1 máy. ngoài ra cái gì cũng tối à mà còn camera nó bị chậm nx nhưng chụp vẫm ok,"['battery', 'screen', 'camera', 'performance']","{'battery': 'Neutral', 'screen': 'Negative', 'camera': 'Neutral', 'performance': 'Negative'}","['Cải thiện hiệu suất camera', 'Sửa lỗi màn hình tối']"
1236,0,"sản phẩm tuyệt vời, màn hình sắc nét, âm thanh 2 loa chạy cùng lúc nghe rất to. pin trâu xài lâu mới hết.","['screen', 'battery', 'audio']","{'screen': 'Positive', 'battery': 'Positive', 'audio': 'Positive'}","['Cải thiện hiệu suất màn hình', 'Tăng cường chất lượng âm thanh']"
1237,0,"nhận sóng điện thoại kém,vào phòng là yếu hoặc mất luôn. chắc do mình mua trúng máy lỗi","['connectivity', 'others']","{'connectivity': 'Negative', 'others': 'Neutral'}","['Cải thiện chất lượng sóng điện thoại', 'Kiểm tra và sửa lỗi kết nối mạng']"
1238,0,"mình mới mua hôm nay, mặt lưng đẹp nhìn thích cực, sạc nhanh chip ngon nếu không update phiên bản mới, nhân viên nhiệt tình mình rất thích.","['design', 'battery', 'ser&acc']","{'design': 'Positive', 'battery': 'Negative', 'ser&acc': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Tuy nhiên', 'dựa trên các quy tắc đã cung cấp', 'đây là một số gợi ý có thể:', '1. **Cải thiện trải nghiệm người dùng (UX):** ""Cải thiện giao diện người dùng cho phiên bản mới""', '2. **Nâng cao hiệu năng hoặc tốc độ:** ""Tăng tốc độ cập nhật ứng dụng""', '3. **Sửa lỗi:** ""Sửa lỗi liên quan đến việc cập nhật ứng dụng""', 'Lưu ý']"
1239,0,mik mới mua máy đc 3 ngày thấy pin tụt nhanh để không sáng ngủ dậy mất tầm hai mấy mà pin 4000 mà dùng nhanh hết pin nắm,"['battery', 'others']","{'battery': 'Negative', 'others': 'Neutral'}","['Cải thiện hiệu suất pin', 'Cải thiện tuổi thọ pin']"
1240,0,sản phẩm đẹp mỏng nhẹ. pin sạc nhanh dùng lâu hết phải ngày ngày rưỡi rất thích sản phẩm,"['design', 'battery']","{'design': 'Positive', 'battery': 'Positive'}","['Cải thiện thời lượng pin', 'Tăng tốc độ sạc pin']"
1241,0,máy đẹp cấu hình ok so vs tầm giá.giá ntn thì ko có gì để chê cả.,"['design', 'performance', 'price', 'general']","{'design': 'Positive', 'performance': 'Neutral', 'price': 'Positive', 'general': 'Neutral'}","['Không có phản hồi hoặc yêu cầu rõ ràng trong đánh giá này. Vì vậy', 'tôi không thể cung cấp bất kỳ khuyến nghị nào dựa trên thông tin đã cho']"
1242,0,sau khi dùng 1 tháng mình thấy điện thoại này rất tuyệt vời so với mức giá. tất cả đều ok chỉ cần nhà sản xuất thay google ảnh bằng bộ sưu tập của vsmart và chome bằng cốc cốc,"['general', 'price']","{'general': 'Positive', 'price': 'Positive'}","['Thêm bộ sưu tập ảnh của VSmart', 'Thay thế trình duyệt Chrome bằng Cốc Cốc']"
1243,0,pin trâu thoải mái cày phim mỗi tội sóng sánh yếu so vs đt khác nhưng hàng việt nam nên vẫn đánh giá 5sao,"['battery', 'camera']","{'battery': 'Positive', 'camera': 'Negative'}","['Cải thiện hiệu suất pin', 'Cải thiện chất lượng sóng']"
1244,0,"máy có chế độ quay phim chậm và nhanh không,máy sử dụng mau hết pin không và có bị nóng máy không.","['performance', 'battery']","{'performance': 'Neutral', 'battery': 'Negative'}","['Thêm chế độ quay phim chậm và nhanh', 'Cải thiện hiệu suất pin và nhiệt độ máy']"
1245,0,"máy sài mượt, pin trâu , camera chụp hình đẹp. rất ok . shop tư vấn rất nhiệt tình","['performance', 'battery', 'camera']","{'performance': 'Positive', 'battery': 'Positive', 'camera': 'Positive'}",[]
1246,0,mình mới mua hôm qua tại tgdd tt phong châu phù ninh phú thọ. nhân viên tư vấn nhiệt tình ân cần rất tốt. máy thì vân tay nhạy nhận diện khuôn mặt nhanh nói chung không có gì đáng chê cả.,"['ser&acc', 'design']","{'ser&acc': 'Positive', 'design': 'Neutral'}","['Không có phản hồi hoặc yêu cầu rõ ràng trong đánh giá này. Tuy nhiên', 'dựa trên ngữ cảnh', 'đây là một số đề xuất có thể:', '1. Cải thiện trải nghiệm khách hàng: ""Tăng cường đào tạo nhân viên để cung cấp dịch vụ tốt hơn""', '2. Cải thiện tính năng bảo mật: ""Nâng cao độ an toàn của hệ thống vân tay và nhận diện khuôn mặt""', 'Lưu ý: Đây chỉ là các đề xuất giả định dựa trên ngữ cảnh. Không có phản hồi hoặc yêu cầu rõ ràng trong']"
1247,0,rất ok những kiếm phụ kiện khó qua....những chíp còn này và chíp note 10 plus còn nào ngon hơn,['others'],{'others': 'Neutral'},"['Không có phản hồi cụ thể để chuyển đổi trong trường hợp này. Đoạn văn không chứa bất kỳ yêu cầu rõ ràng hoặc nhu cầu ngụ ý nào. Vì vậy', 'không có khuyến nghị phù hợp để đưa ra dựa trên thông tin đã cho']"
1248,0,rất tuyệt sài chơi game rất tốt à ko có mật khẩu vân tay thôi chụp hình cũng rát đẹp cầm cũng sướng tay,"['performance', 'camera', 'design', 'features']","{'performance': 'Positive', 'camera': 'Positive', 'design': 'Positive', 'features': 'Neutral'}","['Thêm tính năng xác thực vân tay', 'Cải thiện chất lượng camera']"
1249,0,"vừa dùng được 1 tuần sản phẩm được nhân viên tư vấn máy ổn, nếu bạn muốn đt chủ yếu chơi game thì kh nên chọn bản thân mình mua đt chỉ đáp ứng việc học là chủ yếu nên kh đòi hỏi gì hơn. pin tốt ngày sạc 1 lần máy mượt, vân tay nhạy, camera đúng oppo. ai chê chứ mình thấy đt tốt, đt nào cũng có ưu nhược điểm riêng và quan trọng hơn tiền nào của đó .","['battery', 'design', 'ser&acc', 'performance', 'storage']","{'battery': 'Positive', 'design': 'Neutral', 'ser&acc': 'Neutral', 'performance': 'Positive', 'storage': 'Neutral'}","['Cải thiện hiệu suất pin', 'Cải thiện hiệu suất màn hình']"
1250,0,"máy dùng bị nóng từ khi cập nhật lên ios13, xem phim đọc báo củng nóng huống gì chơi game","['battery', 'performance']","{'battery': 'Neutral', 'performance': 'Negative'}","['Sửa lỗi nhiệt độ máy', 'Cải thiện hiệu suất khi xem phim và đọc báo']"
1251,0,cho không lấy nhé. game thì giật lag. màn hiển thị xấu . nói chung không đc . xin hết,"['performance', 'screen']","{'performance': 'Negative', 'screen': 'Negative'}","['Cải thiện hiệu suất trò chơi', 'Nâng cao chất lượng hiển thị màn hình']"
1252,0,"tam đc về mọi thứ. pin trâu. hơi giống cái lumia 630 hồi xưa. nhưng tớ hơn, nguyên khối.","['battery', 'design', 'others']","{'battery': 'Positive', 'design': 'Neutral', 'others': 'Positive'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Đoạn văn mô tả một số đặc điểm của điện thoại', 'nhưng không đề cập đến bất kỳ vấn đề hoặc yêu cầu cụ thể nào. Vì vậy', 'tôi không thể cung cấp các khuyến nghị dựa trên thông tin đã cho']"
1253,0,mới mua hôm qua...nhân viên tư vấn nhiêt tình.nhưng khi đem về trải nghiệm thì ôi thôi...chỉ cần bật 1ứng dụng là chạy tất cả các ứng dụng khác.pin xuống rất nhanh...chơi liên quân thì giật kinh khủng...chỉ cần nhận tin nhắn thôi là xem như là xong một trận...,"['ser&acc', 'battery', 'performance']","{'ser&acc': 'Positive', 'battery': 'Negative', 'performance': 'Negative'}","['Cải thiện hiệu suất ứng dụng khi chạy nhiều ứng dụng cùng lúc', 'Sửa lỗi giật màn hình khi chơi game']"
1254,0,"mơ i vư a mua sa ng nay,sư du ng chưa biê t ma y thê na o,nhưng cho 5 sao vê châ t lươ ng nhân viên phu c vu ta i sô 154 huy nh văn lu y, phu lơ i, bi nh dương. ma y khơ i đô ng lâ n đâ u tiên thi hơi no ng, nhưng sau đo ô n đi nh trơ la i, đa bi nh thươ ng, ca m ơn em nhân viên ky thuâ t tgdd, nhiê t ti nh chu đa o . mua ha ng ta i đây không câ n lo nghi gi .",['others'],{'others': 'Positive'},"['Không có phản hồi có thể hiểu được trong đánh giá này. Đánh giá chứa nhiều từ viết tắt và ngôn ngữ không rõ ràng', 'khiến việc trích xuất phản hồi trở nên khó khăn. Không thể tạo ra các khuyến nghị dựa trên thông tin có sẵn']"
1255,0,sản phẩm tốt pin trâu nhân viên phục vụ nhiệt tình nhưng ko có tai nghe vì tầm 5.6 tr mới có sp rẻ như vậy đc r,"['battery', 'ser&acc']","{'battery': 'Positive', 'ser&acc': 'Neutral'}","['Thêm tính năng tai nghe', 'Cải thiện giá cả sản phẩm']"
1256,0,không có gì để mà chê dù là nhỏ nhất..nhìn cách vs hiểu khách hàng khi tặng phụ kiện đầy đủ như vậy là điểm 10 rồi..chúng ta hãy cùng nhau ủng hộ và tin dùng hàng việt nào mọi người.,['others'],{'others': 'Positive'},"['Không có phản hồi cụ thể để chuyển đổi trong trường hợp này. Đoạn văn đánh giá không chứa bất kỳ yêu cầu rõ ràng hoặc nhu cầu ngụ ý nào về tính năng hoặc cải tiến. Nó chỉ là một lời khen ngợi tổng quát về sản phẩm và cách tiếp cận của công ty đối với khách hàng. Do đó', 'không có khuyến nghị cụ thể nào có thể đưa ra dựa trên thông tin đã cho']"
1257,0,máy khá ổn pin tốt camera tạm ổn bắt wifi tốt chơi game mượt nhưng thỉnh thoảng bị đơ máy phải thoát ra vào lại,"['battery', 'performance', 'camera']","{'battery': 'Positive', 'performance': 'Positive', 'camera': 'Neutral'}","['Cải thiện hiệu suất ứng dụng', 'Sửa lỗi đơ máy']"
1258,0,còn này quá đẹp và thiết kế chi tiết sắc nét.chắc phải làm em này luôn và ngay thôi.,"['design', 'screen']","{'design': 'Positive', 'screen': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Đoạn văn mô tả vẻ đẹp và thiết kế của ứng dụng', 'nhưng không đề cập đến bất kỳ vấn đề hoặc yêu cầu cụ thể nào. Vì vậy', 'không có khuyến nghị phù hợp để tạo thành mảng JSON']"
1259,0,"tôi thấy các bạn nếu có ý định mua con này thì nên suy nghĩ bỏ thêm 500k nữa để mua em note 9 pro, trên bản pro màn hình độ sáng tốt hơn, camera cũng tốt hơn và điều các bạn cần quan tâm nhất là nó ko có lỗi vặt như note 9s. tôi đã mua note 9 pro dùng khá nhiều tác vụ trong ngày mà viên pin vẫn còn 12 vào khoảng 23h30, pin khá trâu bò, camera chụp sướng khỏi chê, dưới đây là ảnh chụp dc từ em nó","['battery', 'screen', 'camera', 'performance', 'storage', 'design', 'price', 'ser&acc']","{'battery': 'Positive', 'screen': 'Positive', 'camera': 'Positive', 'performance': 'Positive', 'storage': 'Neutral', 'design': 'Neutral', 'price': 'Negative', 'ser&acc': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này. Người dùng chỉ đưa ra so sánh với một mẫu sản phẩm khác và đề cập đến một số đặc điểm tích cực của sản phẩm đang được đề cập. Không có yêu cầu rõ ràng hoặc nhu cầu ngụ ý nào để chuyển đổi thành khuyến nghị. Vì vậy', 'không có khuyến nghị nào có thể cung cấp dựa trên thông tin được cung cấp']"
1260,0,pin kém. sụt nhanh hơn sơ với đánh giá 4000mah. dù xài wifi liên tục thì pin sụt giống kiểu dùng mạng đi dộng. khá lo lắng,"['battery', 'performance']","{'battery': 'Negative', 'performance': 'Neutral'}","['Cải thiện hiệu suất tiết kiệm pin', 'Kiểm tra và tối ưu hóa tiêu thụ pin khi sử dụng Wi-Fi']"
1261,0,mk mua được 10 ngày rồi. lúc đầu thấy ổn nhưng giờ thì hơi tệ rồi. một đêm đến sáng nếu không bật chế độ tiết kiệm pin tối đa thì mất hết gần 15 . mk mới sài được 15p thì máy đã nóng rồi. đôi khi để đó k sài mà máy cũng nóng nữa. camera thì mờ,"['battery', 'camera']","{'battery': 'Negative', 'camera': 'Negative'}","['Cải thiện hiệu suất pin', 'Cải thiện chất lượng camera']"
1262,0,màn hình hd plus mà trên 6 triệu hiệu năng thì ko biết ra sao nhưng màn hình với giá này là chát,"['screen', 'performance']","{'screen': 'Positive', 'performance': 'Negative'}","['Cải thiện hiệu suất của ứng dụng', 'Cải thiện chất lượng màn hình']"
1263,0,"máy tầm này tiền mà chip yếu quá , chơi game lag wifi kém,cam xấu ,mua redmi note 8 ngon hơn máy này chắc chỉ dùng để lướt wed xem phim và học thôi,ko game đc đâu , cân nhắc trước khi mua","['performance', 'camera', 'battery', 'price']","{'performance': 'Negative', 'camera': 'Negative', 'battery': 'Neutral', 'price': 'Negative'}","['Cải thiện hiệu suất phần cứng', 'Cải thiện chất lượng camera']"
1264,0,"lỗi sạc nghiêm trọng, sạc nóng máy, báo nóng liên tục làm không dám sạc ban đêm. đã mang đi bảo hành vì cháy chui sạc mà vẫn vậy. khuyên mọi người không nên mua","['battery', 'design']","{'battery': 'Negative', 'design': 'Neutral'}","['Sửa lỗi sạc nóng', 'Cải thiện báo động nóng sạc']"
1265,0,quá tuyệt vời. tai nghe tặng kèm cực nhạy luôn. mở nắp là kết nối như airpod luôn. màn hình quá mượt. oppo ngày càng chất lượng. 5 sao!!!,"['ser&acc', 'design', 'camera']","{'ser&acc': 'Positive', 'design': 'Positive', 'camera': 'Neutral'}",['Không có phản hồi tích cực nào để chuyển đổi thành khuyến nghị. Câu đánh giá này hoàn toàn tích cực và không có yêu cầu rõ ràng hoặc nhu cầu ngụ ý nào cần giải quyết']
1266,0,chủ yếu mua về để chiến game . dùng dc khoảng hơn 2h liên tục . đã test game free fire. võ lâm truyền kỳ mobile máy khá là ok . nói chung là hài lòng,"['performance', 'battery']","{'performance': 'Positive', 'battery': 'Neutral'}","['Cải thiện hiệu suất trò chơi', 'Thêm nhiều trò chơi khác']"
1267,0,máy xài đẹp.chụp cận cảnh khỏi chê luôn. chơi game mượt. nói chung là trong tầm giá này thì ok rồi nhá.,"['screen', 'camera', 'performance', 'general']","{'screen': 'Positive', 'camera': 'Positive', 'performance': 'Positive', 'general': 'Neutral'}",[]
