review_id,text
1107,"sản phẩm xài rất ổn dù đã xài đc 2 năm nhưng ko có bị lag hay giật , nhôm cứng dù rớt nhiều nhưng cũng chỉ trầy chớ ko móp gì hết"
1108,"pin khỏe . phần mền chưa biết.lưng đt hơi cong ,đẹp hơn nếu làm bằng phẳng. mong sp sớn được cải thiện . và hàng đặt trước 7 9 ngày rồi mà lúc đi làm hồ cửa hàng ko sẵn có đt phải để khách đợi . mong sau này đt luôn có sẵn để làm thục tục nhanh. còn bền không thì chắc về sau thì biết"
1109,"sản phẩm dùng tốt, hiển thị màu sắc tốt, mượt mà, vân tay nhạy, camera nét, pin trâu 2 ngày mới sạc, sạc cốc 10w thôi nhưng chỉ hơn 2 tiếng là đầy mình dùng chủ yếu lướt web, youtube,... cảm thấy hài lòng. nên mua!"
1110,"mới mua đt hôm thứ 6, điện thoại khá mượt, pin tốt, kiểu dáng sang trọng. nói chung đánh giá ban đầu về máy khá ok song cho 1 sao vì thái độ phục vụ của nhân viên. tư vấn kiểu quát vào mặt, không hài lòng chút nào. chi nhánh nguyễn đình chiểu, bến tre"
1111,"rất ổn và tốt nha các bạn, với người nhiếp ảnh như mình thì điện thoại này đủ đáp ứng được những thứ mà máy ảnh hiện có 1 chút kkk . chiến game thì rất ổn nha, chơi không thấy nóng chút nào cả khi đặt setting trung hoặc cận cao là được . có điều là điện thoại này hơi nặng chút thôi nhưng cầm điện thoại là auto chắc tay nha không sợ bị vuột tay, cầm điện thoại này nếu mà nhìn kĩ lại á nó vừa đẹp vừa sang nữa mình nói thật!!"
1112,"máy cũng hơi ok mà pin mau tuốt, cấu hình tạm ổn came ko đc nét cho lắm, nhân viên rất nhiệt tình chu đáo."
1113,vô xem đang tính mua mà thấy máy lag giật .. với lại vân tay khuôn mặt dùng không được nên cũng không mua
1114,"ai mua nên xem đánh giá, cực kỳ chán, cực kỳ phí tiền, kém về âm lượng nghe gọi tới, cài đặt dễ bị tàu lấy thông tin...tóm lại mua chỉ chơi thì dư tiền bạc cứ mua"
1115,rất tốt nhưng nếu cập nhật được android 9 cho máy nữa thì tuyệt vời có thể hướng dẫn cách cập nhật k vậy ạ
1116,tại sao dt có 2 loa mà nghe chỉ được 1 loa. lúc mình mua không để ý giờ mới biết
1117,pin trâu quá tuyệt vời rất ưng ý nha cảm ơn thế giới di động phường lê lợi bình định nha
1118,điện thoại tốt . sài ên chất lượng hình ảnh đẹp giá cả hợp lý .nhân viên dễ thương
1119,mượt trong tầm giá.. màn hình đẹp.nhân viên nhiệt tình .mới mua hôm qua..cần trải nghiệm thêm
1120,sp tốt. dùng lướt nhanh bộ nhớ khủng chứa dc nhiều hình ảnh. có camera kép hình ảnh nổi bật đáng tiền
1121,toi mới mua sáng chiều đã muốn đổi máy gần 8 triệu nhưng chơi game liên quân lại bị lag cảm ứng hay bị dơ . sáng mới đổi chịu mất 20 phần trăm ma đc mấy ngon.
1122,"chất lượng tốt.nhân viên phục vụ tốt. tại tgdđ trường bình,cần giuộc,long an. sẽ ủng hộ trong những lần tiếp theo."
1123,"tốt, nói chung xài xiaomi chưa bao giờ thất vọng, có điều cái tạp chí khóa màn hình bật mà nó không hiện. mới mua hôm thứ 6, định đổi sang con note 9 pro mà không có hàng, không muốn đợi."
1124,"sản phâm tuyệt vời dùng mượt, hiệu năng cao, pin bền xứng đáng với túi tiền bỏ ra"
1125,ad cho hỏi nếu mình mua màu tìm mới đc vài tuần. giờ mang ra đổi mau xanh được ko. mất thêm tiền ko. mình thích màu xanh hơn.
1126,"máy chụp ảnh xóa phông rất đẹp, pin khỏe dùng được thời gian rất lâu sử dụng rất mượt mà. chế độ bảo hành tốt"
1127,điện thoại dùng mượt ko lắc chơi game đc máy dùng pin lâu hết chạy ổn định lao to nghệ rõ
1128,"gọi video messenge và zalo hình ảnh tệ quá , còn lại thì khá ưng trong tầm giá 13tr"
1129,"mới mua về dùng ok.. chơi game lien quan ok..h 6,7 tháng oy.. chơi game liên quan bị lag ak .b nào nhu cầu chơi game nên mua đt iphone là chơi game tốt nhất.. android dùng thời gian chậm lại đó.. mình thất vọng khi dùng đt này"
1130,"pin nó mau hết k hiểu tại sao nữa, hôm mua dc anh nhân viên lấy dt từ kệ trưng bày k biết có phải sp trưng bày hay k nữa"
1131,"sao bắt wi fi kém quá v full vạch mà, điện thoại cũ của tui còn nhanh hơn ở phần này k biết có bị lỗi k nãn"
1132,điện thoại bị lỗi sạc pin sạc pin ko vào . mình sài đt chưa đc 1 tháng thì bị lỗi sạc pin và đổi cái mới . và cái thứ 2 mình sài đc 3 tháng và cũng bị lỗi sạc pin thế là ra ttbh sửa. thay lỗ sạc mới có ai bị như mình ko...
1133,"máy tốt,mượt,tốt trong tầm giá, chơi game bao phê,nhân viên rất nhiệt tình và dễ thương"
1134,mới mua về sài được 3 tuần sài thử vân tay không nhạy nhận dạng khuôn mặt rất nhanh pin thì quá tệ mau tuột test thử xem youtube trong 1 tiếng mất 12 ở chế độ wifi nói chung mình cảm thấy quá tệ
1135,máy dùng thì ngon nhưng sạc pin rất tệ.k hiểu do sạc hay máy .sạc phải 4 tiếng mới đầy.mong đmx tư vấn
1136,mua xong hối hận chụp hình thì xấu thua con oppof11pro của mình đang xài nữa giờ quá hối hận
1137,mình mua a71 nay đươc hơn tháng sạt 3 lần pin mới ngon .9 phút 1 f trăm pin xem yootube.độ sáng 60 . choi lq.8f.nói chung là ok.pin trâu màng hinh led rất oke.sat nhanh.vân tay củng đươc.nhan viên tgdđ phuc vu tốt.
1138,"máy loa lớn, bắt sóng tốt không như mấy ông rewie nói sóng yếu, chắc mấy ổng dùng hàng sách tay hay sao đó"
1139,"đã mua đc 2 tháng, pin ở tầm trung sài đc hơn ngày với tác vụ cơ bản, sóng lúc kết nối tốt lúc ko, chơi game 1 ,2 ván ok những trận sau giật lag cảm ứng, vân tay rất nhạy. camera mức trung bình ko như quảng cáo, máy chơi game ko nóng chỉ hơi ấm. tóm lại trong tầm giá này cũng là ok rồi."
1140,pin trâu dùng cả ngày ko hết chơi liên quân phải 20 chục trận vẫn thoả mái xem phim tầm 2t
1141,sa n phâ m xa i kha ô n. câ p nhâ t lên android 10 ca c chư c năng kha mươ t. dung lươ ng ram lu c bi nh thươ ng cu ng chi chiê m 1 3 gb. mi nh mua cuô i t7 2020 cho phu huynh. vê khoa n game thi không chơi nên không đa nh gia . pin xa c bi nh thươ ng không lô i. chi co 1 lô i la lâu lâu ca m ư ng vân tay không ăn.
1142,"pin không trâu như quảng cáo, sụt nhang.bắt sóng ko tốt hay phải khởi động lại. camera bình thường. nói chung không bằng 8pro"
1143,có ai bị lỗi màn hình dóng mình không. dag xem ytb quay ngang màn hình là bị nhìu đường sọc sọc nửa màn hình nhìn khó chịu ghê. còn lại là ổn.
1144,sản phẩm kém chất lượng.pin quá yếu so với thông số 5000mah lần đầu dùng oppo mà mất niềm tin quá
1145,"vsmart quá tệ , thấy quảng cáo review hay lắm , xịn lắm , mua về ủng hộ hàng việt nam thì quá thất vọng , điện thoại lo đa nhiệm được , dùng thì bị xung đột phần mềm treo máy rất nhiều , mua về chỉ rước bực vào thân , ai mua đt thì tránh vsmart ra , quá sai lầm khi tin tưởng vsmart"
1146,"pin trâu nhất trong phân khúc ăn đứt cả một vài chiếc flagship , hiệu năng tốt chiến đc pubg hd, viền mỏng. camera chân thật kô ảo như mấy chiếc nhà samsung vs oppo."
1147,"mới dùng được 3 ngày, cầm nắm khá thoải mái, thiết kế ổn, sạc nhanh nên pin có hơi nóng khi sạc, khả năng thu sóng wifi yếu hơn các điện thoại tôi từng dùng một tý nhưng không phải vấn đề lớn đối với tôi. máy chạy mượt phụ vụ tốt nhu cầu."
1148,"điên thoại ss a10s k hài lòng cài đặt ứng dụng smcs k hổ trợ ứng dụng chụp hình được k hài lòng , san xuất ra k sử dụng được cũng như k ."
1149,thật sự tiếc vì màn hình quá kém. nếu sửa được lỗi này thì rất oke trong tâm giá.màn hình quá tối.và đó chỉ tiết kém . độ nhanh khi chạm mở màn hình cũng tệ. gọi âm thanh ko tốt
1150,"thiết kế thời trang, cấu hình ngon, pin tốt, bền, giá lại còn quá tuyệt vời! chưa biêt chê ở điểm gì được!"
1151,"sản phẩm không tốt máy chạy chậm nhiều lúc bị đơ ,mới mua chưa đc 1 tháng nhưng muốn đổi quá"
1152,chất lượng xem video và ảnh kém quá.xem video và ảnh cứ bị mờ mờ . nhoè nhoè . đó chỉ tiết quá kém....?
1153,máy ổn nhé. chụp ảnh ảo lắm. cam cg nét. bắt sóng wifi tốt. pin ốn lắm. có điểm là không có máy nge nhạc nên không nge nhạc ofline đc. nhắn tin hay bị chạy chữ. ngoại hình rất đẹp. nói chung tui sài đc hơn 2 tuần thấy ok.
1154,"thấy cũng bình thường không như qc, màn hình lcd nhợt nhạt, cam 48mp mà chụp nois không, cam trước thì quá tệ. chip mạnh mà chơi free fire bị giật lag tung đít, pin tuột nhanh nữa. giao diện cũng nhạt nữa. nói tóm lại tiền ít mà hít ... thơm thì không có đâu."
1155,không chê vào đâu được quá ok.. bạn còn chờ gì nữa..pin trâu chơi game khỏi nói.
1156,"sao con a51 này pin nhanh tụt quá,không biết có phải do chạy android 10 bị lỗi ko nữa"
1157,nâng cấp lên androi 10 bị mất chức năng camera góc rộng mộng fixx sớm. với máy hay bị đơ bàn phím . máy còn dễ bị nóng và tụt pin dù ko chơi game . lúc mới dùng f1s quá ưng ý giờ qua còn này cùi cùi s á
1158,"mọi thứ đều tốt, mỗi cái game liên quân di chuyển với đánh skill định hướng rất khó khăn"
1159,mới mua về tes chơi ff bị lỗi âm thanh nó cứ giật giật khó chịu lắm thì phải làm sao để khắc phục
1160,"pin trâu, chụp hình đẹp, xài mượt. thiết kế sang trọng. sản phẩm đáng mua nhất trong 1 2 năm gần đây."
1161,"đã mua máy ở siêu thị ấp chánh,chợ đức lập máy đẹp,chơi game rất mượt,nhân viên rất nhiệt tình"
1162,"máy sử dụng nhanh, mượt, pin khoẻ, thích nhất là camera góc rộng, camera chính chụp hình tốt"
1163,"điện thoại mua 1 tuần da i tốt, không có gì bàn cãi, nhân viên nhiê t tình......."
1164,mới dùng đc tầm nửa tháng thấy khá là ok mượt chơi game mức độ mặc định cũng ok pin đc lâu sạc nhanh
1165,pin tốt. rất mượt. với tầm giá này là ok rồi. mình mua lại máy cũ mà xài rất tốt
1166,sản phẩm rất tốt trong tầm giá. mươt màn hình đep camera đẹp sạc rất nhanh. phục vục nhiệt tình hài lòng
1167,"quá tuyệt khi sở hữu màu xanh lá hơi bị hiếm 1 tý ở cam ranh, khánh hoà. mọi thứ đều rất tuyệt. iphone 11 là quá đủ cho mọi nhu cầu. ae nên mua nhé"
1168,"sản phẩm chất lượng. sử dụng rất ok. hợp với phân khúc giá. pin xài ổn, mình sử dụng được cả 2 ngày. 2 ngày mới sạc 1 lần."
1169,"mình mới mua về đung được 3 ngày. cảm nhận thì là máy rất nhạy vân tay và cảm ứng, pin trâu, sạc nhanh. lúc đầu cảm thấy bắt wifi rất yếu nhưng khởi động lại máy thì thấy bắt wifi ổn hơn rất nhiều rồi. thêm cả nhân viên bán hàng khá thân thiện nên mình sẽ đánh giá 5 sao. đối với mình sử dụng máy để chụp ảnh, tìm tài liệu và liên lạc thì máy rất là okela."
1170,k hài lòng cho lắm về tốc độ mạng của wifi mang tiếng là con note 8 pro thu sóng wifi yếu hơn con remi 5 cho e hỏi có thể đỏi lấy máy khác k đã test hơn 5 cục wifi rất mạnh vẫn loading trong khi con remi 5 vẫn xem phim bình thường
1171,quá tệ hại các bạn nói rất đúng mình vừa mua máy hôm qua cắm tai phone vào là mất mạng hoặc còn 1 vạch chán lắm rồi
1172,"mới mua hôm qua để sử dụng, máy còn 28 để qua đêm có bật wifi, 4g độ sáng màn hình mức trung bình không đặt ứng dụng chạy ngầm nhưng sáng dậy sập nguồn. như vậy là máy có vấn đề đúng không ạ ?"
1173,sản phẩm rất ok. đáng mua nhất trong tầm giá.......................................
1174,"sai lầm khi mua máy này. pin tuột ko phanh, wifi băt kém âm thanh chìm, vân tay án mãi mới mở dc. tóm lại là máy quá kém"
1175,"pin trâu, android 9 chạy hdh miui 10 của xiaomi. chụp ảnh đẹp, phơi sáng ban đêm xuất sắc. với tầm giá này chính hãng thì quá tốt. hỗ trợ sạc nhanh qc 4.0"
1176,phải công nhận là mượt ! mỗi tội điều ko tránh khỏi là pin quá yếu ! dùng rất nhanh nóng máy mặc dù ở trong phòng bật điều hoà ! như kiểu sắp nổ ý! ai có ý định mua để chơi game thì nên bỏ ! máy rất nhanh nóng khi chơi game nặng !
1177,"mình mua đc 1 tuần. chỉ dùng đọc báo, fb, nen thấy ok. nhưng sao chụp hình xấu. sau vs trc đều k đẹp. trc dù chụp chế độ thường vẫn rất ảo. sau thì k rõ. có ai giống mình k"
1178,"cấu hình rất ổn số với tầm giá, thực hiện các tác vụ, chơi game mượt mà, nói chung khá hài lòng về mọi thứ ! nhân viên tư vấn nhiệt tình !"
1179,sản phẩm quá tốt. đã sử dụng hơn 1 năm nhưng máy vẫn nhanh và mượt. camera kép chụp ảnh xoá phông chuyên nghiệp. chơi game rất tốt.
1180,"máy dùng hơi giật, camera thì bỏ đi vì quá tệ. nhìn cũng khá bắt mắt, cầm nặng tay."
1181,máy dùng lag qua. load ứng dụng chậm. nhân viên cứ sống chết khen hay. bùi tai mua về thất vọng thật. so sánh sản phẩm ko chuẩn xác. coi như mất tiền trải nghiệm.
1182,vừa mua con đt remid 9 tại phước long ấp long thành nv phục vụ rất tốt và đc chị đẹp tư vấn nhiệt tình nc quá tuyệt vời!
1183,lấy con tím hôm 1 11. có điều trong camera có hạt bụi. có bạn nào giống mình k? mình nghĩ k sao nên vẫn mua
1184,"quảng bá cho rầm rộ chiến game vô địch các kiểu , chơi liên quân thì fps như đèn tín hiệu giao thông , chưa bao giờ được chơi một trận game mượt , nhân viên thì thái độ , chán ko muốn nói , tiếc là ko có đánh giá 0 sao"
1185,"quá thất vọng. mới mua được 3 tháng có lỗi bóng mờ, nhiều lúc loa rè nhiều lúc loa không nghe."
1186,"pin khá yếu sài bình thường ko game trụ 1 ngày , bắt wifi yếu hơn so vs android , thick hop cho ai cần hiệu năng còn vọc vạch nên xem xét xài android tại ios khá gò bó và tù túng"
1187,mới mua sài cũng thấy ổn.nhân viên dmx rất nhiệt tình và thân thiện.vẫn sẽ còn ủng hộ dmx
1188,"xài nokia 2.3 duoc vai tháng, cái dt này là cái dt tệ nhất mình từng xài, đang viết b luận mà đơ cảm ứng , cảm ứng quá tệ chưa nói đến mấy cái khác, ai mà đánh giá dt này ngon , tốt thì phải xem lại người đó là người bl hay sử dụng hoặc là mới vừa mua."
1189,"con này rất ngon nha ae, giá cả hợp lý, pin trâu, game lq, pupg,... mượt mà, bắt sóng wifi nhanh, nghe gọi to rõ, xài 2 ngày chưa hết pin, sạc 2h30 hoặc 3h là đầy 100 , ae nào muốn mua ốp lưng thì đến tgdd chi nhánh p6,q8 nha có bán ốp 50k,100k dành cho 5i,5s, nhân viên phục vụ tận tình từ a đến z ủng hộ 5 sao"
1190,"kiểu dáng đẹp,, chạy mượt nhanh,, đặc biệt là rất cầm pin,,lướt web xem phim mà ko thấy tuột pin."
1191,"mở khóa vân tay rất tệ phải 2.3 lần mới được. nhanh hết điện nếu dùng liên tục chắc được chắc tầm 8h. camera chụp hình nhìn kg được nét , phóng hình to nhìn rất bể và mờ dù đã chỉnh mọi chế độ . đèn pin thì tối ....nói chung đem ra xo với con j5 cũ những chức năng note10 này còn thua"
1192,"vừa mua lúc sáng, máy với tầm giá này quá ngon. trang bị đầy đủ từ ốp lưng, tai nghe cho tới củ sạc qc 3.0. pin test thử trưa giờ ngon, sạc khá nhanh. máy nhẹ, cầm vừa tay.... đợi thời gian sẽ vào đánh giá tiếp"
1193,điện rất ok. máy chụp hình ban đêm sáng đẹp. tất cả điều tốt.mình rất hài lòng.mình yêu vivo mình sài y19 vợ sài v15 tất cả rất tốt.
1194,máy chơi game tý khá là nóng...fps tuột liên tục...pin thì cũng ổn k trâu lắm chơi game liên tục đc 4h...dù chỉnh đồ hoạ thấp...bắt wifi hơi tệ...cam k dùng tới éo quan tâm.
1195,"mỗi ng 1 câu cho samsung thu lại ss a 70 này. lỗi cảm ứng. máy thì mở cái là nóng, thậm chí để túi quần cũng nóng. nghi ngờ về con sạc 25w, nguy cơ cháy nổ do máy quá nóng."
1196,"lần đầu dùng vivo , mấy bé tư vấn nhiệt tình quá mua cuối tuần nên giảm tận 500 ngàn dùng chơi game mượt mà k bị lag 5"
1197,máy đẹp. mà sau mình chơi game rise of kingdoms lag hơn cái live3 nhiều quá.
1198,mua được 2tuần xài rất ổn đẹp nói chung vừa giá tiền. loa to xem phim nét pin xài lâu xạc nhanh
1199,"giá 6tr thì quá ngon trong phân khúc, pin trâu thật luôn, rất tiếc bữa mình k đặt cọc để đc giảm 500k, hôm nay mình lại quyết định mua sau nhìu ngày suy nghĩ. thời gian sau này thì không biết như thế nào. nhưng hiện tại thì rất ok."
1200,máy dùng ok dùng được thời gian mấy để ý chơi game bị lỗi âm thanh khi cắm tai nghe hoặc tai bluetooth có sửa được không ạ
1201,máy khi đeo óp thì nút âm lượng lẫn nguồn cứng phải ấn mạnh mới ăn . tháo ra thì bấm cũng đỡ hơn 1 chủt nhưng cũng ko nảy lắm . màn hình to ổn ánh sáng trung bình ko sáng lắm pin cũng tạm chấp nhận . camera tệ auto focus mà lấy nét chụp vẫn nhoè dù giữ chặt tay . loa ngoài hơi rè 1 chút khi bật lớn . loa trong ok lớn. mặt lưng bám khá nhiều vân tay nếu ko xài ốp
1202,máy này và vmast live cái nào chơi game khoẻ hơn ad ơi. chưa mua nên cho 5 s vì hàng việt nam
1203,cập nhật lần 2 rồi mà cột sóng vẫn chỉ báo đc 1 vạch nhiều lúc k có vạch nào mặc dù xung quanh có rất nhiều cột sóng. tóm lại cứ nhìn đến hai cột sóng cảm giác như đang ở sa mạc hay trong rừng rậm và đang ở ngoài biển đảo ấy. hãng lớn mà cho ra sản phẩm như lllllllllllllllll.
1204,mình mới mua đk 3 ngày. máy rất mượt. cấu hình mạnh chơi pubg mức đồ họa cao nhất cực mượt. nhân viên bán hàng râ t dễ thương và nhiệt tình. 2 sao cho nhân viên tên trang và 5 sao cho điện máy xanh.
1205,"sản phẩm quá ngon trong phân khúc, ae mua về chiến lqm bao ngon , , ,,,,,,,,,,,"
1206,vừa mua về được 3 ngày định sử dụng app clear dọm rác có nên k? đt sài ổn tốt nhân viên phục vụ tận tình
1207,"vừa khui lúc sáng ! mọi thứ thật tuyệt vời ! máy pin trâu , mượt , nhanh , màn hình rất nét ...! cầm nặng tay xíu vì từ i6 lên mà !"
1208,"mới mua hôm qua , hôm nay giảm giá...đau lòng...mới mấy tiếng, k có gì buồn hơn luôn. mà có ai cho hỏi loa kép là ntn k ạ"
1209,hài lòng về sản phẩm. mọi thứ đêu rât tốt nghe nhạc xem phim chơi game âm thanh to và hay
1210,tóm lại là ok. trong tầm giá 5tr7 vậy là quá ngon. muốn xịn thì bỏ tiền ra mua ip mà sài cho ngon
1211,mới mua được 1 ngày.kết nối bluetooth không ổn định nghe nhạc qua tai nghe bị dừng nhạc rồi phát tiếp liên tục.cảm ứng không chuẩn
1212,mày sài rất ok ko lỗi j hết . game chơi rất mượt ko bị giật lác mới mua 1 tuần cảm nhận rất ok
1213,"pin không đc như kì vọng, dùng chưa đc 24 tiếng đã hết. ban đầu chơi game rất mượt k giật lag, nhưng về sau thì cảm ứng k nhạy lắm trong khi máy mới chỉ dùng nửa tháng dùng máy rất nhanh nóng. điểm cộng là ngoại hình được, camera net, chụp ảnh đẹp, bộ lưu trữ lớn, xử lý nhanh"
1214,"sản phẩm dưới dưới 3 triệu vậy là quá ổn , chơi game cũng khá ổn, pin trâu. với giá này vậy là ngon"
1215,"chụp cận cảnh không đẹp như quảng cáo. mở chế độ cận cảnh lên là màn hình ruồi không, chụp gần mờ chứ ko rõ nét. hay do máy mình lỗi. sạc nhanh thì bị nóng máy. khi mua thì thấy máy đc dán màn hình sẵn rồi, hộp cũng bị rách tem niêm phong rồi nhưng nhân viên vẫn đảm bảo là máy mới."
1216,sản phẩm tốt đẹp chơi game mượt và mát máy. mà sao nền màn hình dark grey có bị viền sáng. có ai bị giống vậy không hay máy tôi bị lỗi
1217,"máy trải nghiệm thua a5 2017 nữa chậm, đơ . mua về xài tác vụ bình thường thì được. mà bỏ ra gần 8 triệu để xài tác vụ nhẹ thì thấy không ổn rồi ."
1218,sản phẩm tốt pin trâu chơi game được 10 tiếng camera chụp đẹp quá tốt so với tầm giá cảm ơn tgdd
1219,"mua được tháng rưỡi mà bây giờ tự nhiên bật màn hìh không lên, cứ bật mạng hay wifi lên là lại đơ đơ mấy phút buồn thật sự"
1220,vân tay lúc dc lúc ko. nhận dien khuôn mặt cũng ko tốt. bắt sóng kém. nói chung là thua máy tàu. sam sung ngày càng kém
1221,màn hình và camera ngon hơn live ban đầu. đã đặt hàng mua đợt giảm 1 3 tháng 9 bản thân dùng live gần 1 năm nay nên mjh trãi nghiệm qua live4 ngon hơn hẳn
1222,sao camre bị hột quá sao thời gian sử dụng lúc mua về bt sữ dụg đc khoảg 1tuần camre bị vậy
1223,"đth realme c3 dùng rất oke. pin trâu, game mượt. trong tầm giá 3triệu thì rất đáng để sd"
1224,mình dùng được 2 tuần rồi pin lâu hết lắm sạc nhanh lắm luôn k bị giật lag gì hết nhưng mình thấy camera selfie ảo quá thôi mình k thích ảo quá nhưng camera sau chụp đẹp lắm nhe nhưng điểm yếu của nó là k bật đèn led lên sẵng được thegioididong.com xác nhận khách hàng nguyễn chí linh mua online trên website thegioididong.com mua 1 tuần trước
1225,"sản phẩm dùng khá tốt, nhân viên hỗ trợ nhiệt tình..............................."
1226,trước mua con samsung a51 về ko đáp ứng được nhu cầu làm việc. đổi sang em này dùng ngon hẳn. đúng là dùng nhiều hãng vẫn ưng ý nhất với dòng ip. xử lí nhanh mượt ko đơ máy. e này nhỏ gọn dùng ngon chụp ảnh đẹp. nói chung ưng ta ko có gì để chê. bác nào có nhu cầu mua e khuyên nên mua thêm cái sạc ko dây loại ngon 1 củ nữa. dùng mượt khỏi phải nói.
1227,điện thoại xài ổn màn hình lớn đmx phục vụ ok hệ điều hành mượt mà chụp ảnh sắc nét
1228,mua r mới thấy hối hận vì pin quá tệ . k xài mà vẫn tuột pin . lên cữa hàng thì nhân viên nói là pin k có vấn đề cứ khăn khăn cho rằng ứng dụng chạy ngầm . cái oppo reno2f này nó hút pin còn gê hơn iphone 6s plus đã sữ dụng qua 2 năm .mong là hệ thống khác phục .
1229,máy ram 8 đi chạy chậm tệ . pin mau hết . nghĩ lại thấy chán . pin 4500 mà còn thua pin 4000 xa
1230,"điện thoại đẹp. cấu hình tốt, pin trâu chơi được pubg ở cấu hình đồ họa thường."
1231,sản phẩm do chính người việt làm rất chuẩn chỉnh .trang thiết bị sản xuất ra sản phẩm rất hiện đại.thiết kế máy sang trọng lịch lãm. cấu hình máy đi đầu trong công nghệ .!!tuyệt vời...
1232,"pin rất lâu. sóng khỏe. loa rất to. đèn pin rất sáng. nghe radio k cần tai nghe. nói chung rất tốt. nhưng máy hay bị tự động gửi tin nhắn văn bản , không biết có tốn tiền k."
1233,loa tặng kèm sài đc 2 ngày là k kết nối đc. đồ tặng k bao giờ tốt mà. quá thất vọng
1234,pin lúc đầu cũng trâu đấy nhưng vài ngày sau mau tuột pin với camera ổn chụp lúc 16h rưỡi đẹp
1235,1 tuần trải nghiệm ae nào giống ko hay là lỗi riêng 1 máy. ngoài ra cái gì cũng tối à mà còn camera nó bị chậm nx nhưng chụp vẫm ok
1236,"sản phẩm tuyệt vời, màn hình sắc nét, âm thanh 2 loa chạy cùng lúc nghe rất to. pin trâu xài lâu mới hết."
1237,"nhận sóng điện thoại kém,vào phòng là yếu hoặc mất luôn. chắc do mình mua trúng máy lỗi"
1238,"mình mới mua hôm nay, mặt lưng đẹp nhìn thích cực, sạc nhanh chip ngon nếu không update phiên bản mới, nhân viên nhiệt tình mình rất thích."
1239,mik mới mua máy đc 3 ngày thấy pin tụt nhanh để không sáng ngủ dậy mất tầm hai mấy mà pin 4000 mà dùng nhanh hết pin nắm
1240,sản phẩm đẹp mỏng nhẹ. pin sạc nhanh dùng lâu hết phải ngày ngày rưỡi rất thích sản phẩm
1241,máy đẹp cấu hình ok so vs tầm giá.giá ntn thì ko có gì để chê cả.
1242,sau khi dùng 1 tháng mình thấy điện thoại này rất tuyệt vời so với mức giá. tất cả đều ok chỉ cần nhà sản xuất thay google ảnh bằng bộ sưu tập của vsmart và chome bằng cốc cốc
1243,pin trâu thoải mái cày phim mỗi tội sóng sánh yếu so vs đt khác nhưng hàng việt nam nên vẫn đánh giá 5sao
1244,"máy có chế độ quay phim chậm và nhanh không,máy sử dụng mau hết pin không và có bị nóng máy không."
1245,"máy sài mượt, pin trâu , camera chụp hình đẹp. rất ok . shop tư vấn rất nhiệt tình"
1246,mình mới mua hôm qua tại tgdd tt phong châu phù ninh phú thọ. nhân viên tư vấn nhiệt tình ân cần rất tốt. máy thì vân tay nhạy nhận diện khuôn mặt nhanh nói chung không có gì đáng chê cả.
1247,rất ok những kiếm phụ kiện khó qua....những chíp còn này và chíp note 10 plus còn nào ngon hơn
1248,rất tuyệt sài chơi game rất tốt à ko có mật khẩu vân tay thôi chụp hình cũng rát đẹp cầm cũng sướng tay
1249,"vừa dùng được 1 tuần sản phẩm được nhân viên tư vấn máy ổn, nếu bạn muốn đt chủ yếu chơi game thì kh nên chọn bản thân mình mua đt chỉ đáp ứng việc học là chủ yếu nên kh đòi hỏi gì hơn. pin tốt ngày sạc 1 lần máy mượt, vân tay nhạy, camera đúng oppo. ai chê chứ mình thấy đt tốt, đt nào cũng có ưu nhược điểm riêng và quan trọng hơn tiền nào của đó ."
1250,"máy dùng bị nóng từ khi cập nhật lên ios13, xem phim đọc báo củng nóng huống gì chơi game"
1251,cho không lấy nhé. game thì giật lag. màn hiển thị xấu . nói chung không đc . xin hết
1252,"tam đc về mọi thứ. pin trâu. hơi giống cái lumia 630 hồi xưa. nhưng tớ hơn, nguyên khối."
1253,mới mua hôm qua...nhân viên tư vấn nhiêt tình.nhưng khi đem về trải nghiệm thì ôi thôi...chỉ cần bật 1ứng dụng là chạy tất cả các ứng dụng khác.pin xuống rất nhanh...chơi liên quân thì giật kinh khủng...chỉ cần nhận tin nhắn thôi là xem như là xong một trận...
1254,"mơ i vư a mua sa ng nay,sư du ng chưa biê t ma y thê na o,nhưng cho 5 sao vê châ t lươ ng nhân viên phu c vu ta i sô 154 huy nh văn lu y, phu lơ i, bi nh dương. ma y khơ i đô ng lâ n đâ u tiên thi hơi no ng, nhưng sau đo ô n đi nh trơ la i, đa bi nh thươ ng, ca m ơn em nhân viên ky thuâ t tgdd, nhiê t ti nh chu đa o . mua ha ng ta i đây không câ n lo nghi gi ."
1255,sản phẩm tốt pin trâu nhân viên phục vụ nhiệt tình nhưng ko có tai nghe vì tầm 5.6 tr mới có sp rẻ như vậy đc r
1256,không có gì để mà chê dù là nhỏ nhất..nhìn cách vs hiểu khách hàng khi tặng phụ kiện đầy đủ như vậy là điểm 10 rồi..chúng ta hãy cùng nhau ủng hộ và tin dùng hàng việt nào mọi người.
1257,máy khá ổn pin tốt camera tạm ổn bắt wifi tốt chơi game mượt nhưng thỉnh thoảng bị đơ máy phải thoát ra vào lại
1258,còn này quá đẹp và thiết kế chi tiết sắc nét.chắc phải làm em này luôn và ngay thôi.
