review_id,sent_idx,sentence,aspects,sentiments
r-57498803,0,Qua sử dụng thực tế điện thoại nghe gọi ít + xài đèn pin mỗi ngày phút pin được 1 tuần . Khi đi ngoài trời nắng màn hình ở mức sáng tối đa thì dễ nhìn .Chất lượng pin thì xài lâu mới biết.,"['battery', 'screen']","{'battery': 'Neutral', 'screen': 'Positive'}"
r-58333273,0,"Máy ok, chụp sáng, pin trâu, mượt","['general', 'camera', 'battery', 'performance']","{'general': 'Positive', 'camera': 'Positive', 'battery': 'Positive', 'performance': 'Positive'}"
r-58334327,0,Màn hình tương phản k tốt.hiện thì k ngon,['screen'],{'screen': 'Negative'}
r-58494914,0,"Tôi sẽ không bao giờ quay lại mua thêm bất cứ sản phẩn nào của đmx,tgdd và của mobell, tôi đã mua hàng ở đây trong vòng gần 10 năm vì ngày trước dịch vụ bảo hành ở đây quá tốt, nhưng giờ nó rất tệ, tôi mua còn máy này cho bố mẹ dùng chưa được 1 năm thì máy hư, đem ra đi bảo hành và nhận lại máy vẫn hư, quá tệ","['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
r-58492964,0,Cửa hàng có bán pin không ạ,['others'],{'others': 'Neutral'}
r-57881439,0,Shop có bán pin không ạ,['others'],{'others': 'Neutral'}
r-57476781,0,"Đặt hàng online và chờ hơn 4 ngày để nhận được hàng, nhưng điện thoại không lên nguồn, không nhận tín hiệu sạc pin. Mới đặt về nhưng không thể sử dụng. Không biết bên bán hàng có kiểm tra tình trạng hoạt động của máy trước khi giao tới khách hàng hay chưa. Một trải nghiệm quá tệ.","['ser&acc', 'battery', 'general']","{'ser&acc': 'Negative', 'battery': 'Negative', 'general': 'Negative'}"
r-57319311,0,"Máy âm to, chữ lớn, thời lượng chờ của pin dài. Điểm dở là máy chỉ có 2 bản nhạc gần giống nhau nên khó phân cho 2 sim và chuông báo thức. Còn nữa, tin nhắn đến bị máy cắt khúc ra thành nhiều tin nhắn nhỏ nên việc xem tin nhắn khó khăn. Một lỗi nhỏ là máy được hẹn giờ tự mở máy sau khi tắt nhưng máy không thực hiện.","['features', 'battery', 'general', 'others']","{'features': 'Negative', 'battery': 'Positive', 'general': 'Negative', 'others': 'Negative'}"
r-57281473,0,"Dùng mượt , máy chữ to rất thích hợp cho người cao tuổi","['performance', 'features']","{'performance': 'Positive', 'features': 'Positive'}"
r-57281104,0,"Điện thoại mới mua 3 ngày. Sạc pin lần đầu tiên, máy không đầy pin. Lúc mua hàng nhân viên nói không rõ ràng giống lừa khách hàng. Nói là đổi trong tháng đầu. Giờ điện thoại mới mua 3 ngày hỏng muốn đổi thì lại nói gửi hãng kiểm tra hỏng mới đổi, hư phần mềm sẽ bảo hành không đổi. Mà gửi trong vòng 15 ngày. Ủa, người ta cần dùng mới mua. Rồi gửi máy hết nửa tháng lấy gì người ta sài. Quá tệ cho cửa hàng lớn","['battery', 'ser&acc', 'general']","{'battery': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
r-57279346,0,"Loa to rõ, pin sài mấy ngày mới hết. Rất hài lòng","['features', 'battery', 'general']","{'features': 'Positive', 'battery': 'Positive', 'general': 'Positive'}"
r-57274909,0,Có 1 cái hơi tiếc là loa trong không được lớn tại vì dành cho người lớn tuổi là mẹ mình còn mọi thứ còn lại điều ổn nói chung với mức giá không đòi hỏi gì nhiều,"['features', 'general', 'price']","{'features': 'Negative', 'general': 'Positive', 'price': 'Positive'}"
r-57262047,0,S,['others'],{'others': 'Neutral'}
r-57253213,0,Tuyệt,['general'],{'general': 'Positive'}
r-57120119,0,"mình mua về cho người già dùng, dùng ổn ạ",['general'],{'general': 'Positive'}
r-57033110,0,"Pin tốt, Loa to, màn hình ngang to nên dễ nhìn.","['battery', 'features', 'screen']","{'battery': 'Positive', 'features': 'Positive', 'screen': 'Positive'}"
r-56979398,0,Bth k đổi đc nhạc chuông,['others'],{'others': 'Negative'}
r-56739920,0,Ok,[],{}
r-56444179,0,Vào nhà mất sóng,['others'],{'others': 'Negative'}
r-56263960,0,Ok,[],{}
r-56103053,0,mình thấy tôt lắm,['general'],{'general': 'Positive'}
r-55891875,0,"Dòng sản phẩm này dùng ok , âm thanh rất lớn, giá cả hợp lí","['general', 'features', 'price']","{'general': 'Positive', 'features': 'Positive', 'price': 'Positive'}"
r-55754723,0,Xin hướng dẫn cách thiết lập quay số nhanh trên điện thoại Mobell F309 này.Tôi loay hoay mãi mà không được vì nó không giống như cách thiết lập trên Nokia,['others'],{'others': 'Neutral'}
r-58866626,0,"Góp ý Thế giới di động Mỹ Hạnh Nam ấp mới 2 , Đức Hòa Long An , có quán nước trước sân rất bầy hầy nhếch nhác , họ để xe nước ở đó luôn , họ còn đổ rác vào thùng rác , mà vẫn tồn tại , thay vì bán đến 8h thì dọn đi , họ thì để ở đó luôn",['others'],{'others': 'Negative'}
r-58845190,0,"Trải nghiệm thực tế 1 tháng, máy xài ổn, ram 8g đa nhiệm tốt, dung lượng pin xài dc 2 ngày mới sạc, camera chụp tài liệu khá rõ,zoom lên ko vỡ nét, chụp cảnh thì hơi tệ, magic OS tùy biến tốt và nhẹ hơn so với MIUI, mình thì ko xài wifi nên ko đánh giá về wifi, nhưng máy chạy 4g khá ổn ko bị chập chờn","['general', 'performance', 'battery', 'camera', 'features']","{'general': 'Positive', 'performance': 'Positive', 'battery': 'Positive', 'camera': 'Negative', 'features': 'Positive'}"
r-58572979,0,Máy nhận sóng yếu đã đi đổi máy mới rồi nhưng được vài phút hoặc vài tiếng bị mất sóng đổi sim qua máy cũ thì vẫn bth,"['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-58502228,0,"Điện thoại thoại thì dùng cũng tốt , nhưng quà tặng kèm theo máy như tai nghe ko dây dùng hơi kém , cảm ứng tai nghe ko nhậy , nói chung là kém .","['general', 'ser&acc', 'features']","{'general': 'Positive', 'ser&acc': 'Negative', 'features': 'Negative'}"
r-58494407,0,Nhân viên tư vấn chống va đập như rớt độ cao từ 1m xuống lại bể cam Đem lại nói thì ko bảo hành va đập nói phải tự trả phí Quá lừa gạt khách hàng,"['ser&acc', 'others']","{'ser&acc': 'Negative', 'others': 'Negative'}"
r-58336857,0,Dùng bt thì mượt nhưng quay video khi xem lại bị giật và bị trôi nhanh thời gian. K biết có phải lỗi kỹ thuật của máy k nữa. Mới mua 2 tháng ít dùng quay video nên gần đây mới phát hiện ra,"['performance', 'camera', 'general']","{'performance': 'Positive', 'camera': 'Negative', 'general': 'Neutral'}"
r-58181096,0,Máy mượt nhưng mà mua được hơn tháng chưa rơi lần nào nhưng ra nắng máy có vài vị trí bị tím màn nhưng trong bóng râm không sao mong chiều lên tgdd đc bh,"['performance', 'screen', 'general']","{'performance': 'Positive', 'screen': 'Negative', 'general': 'Neutral'}"
r-57946095,0,Rất tốt trong tầm giá,['general'],{'general': 'Positive'}
r-57917347,0,Máy bin 6000 mà nhanh hết,['battery'],{'battery': 'Negative'}
r-57730303,0,"Mua được gần 2 tháng, xài ổn nhưng khả năng bắt 4g kém, chập chờn hoặc nhiều khi không bắt được mặc dù cột sóng vẫn hiển thị đấy đủ và có hiện chữ 4G","['features', 'general']","{'features': 'Negative', 'general': 'Positive'}"
r-57619701,0,Ok so vs tầm giá,['general'],{'general': 'Neutral'}
r-57609578,0,Đt chơi game mượt . sạch nhanh . pin trâu . cam chụp ảnh ko đẹp cho lắm. Ổn trong tầm giá,"['performance', 'features', 'battery', 'camera', 'general']","{'performance': 'Positive', 'features': 'Positive', 'battery': 'Positive', 'camera': 'Negative', 'general': 'Positive'}"
r-57598365,0,"Mọi thứ đều tốt, cảm ơn hãng và TGDĐ","['general', 'ser&acc']","{'general': 'Positive', 'ser&acc': 'Positive'}"
r-57554785,0,Dùng pin khá ổn. Xem Facebook. Cũng được tầm 2 ngày. Đã dùng được 20 ngày. Vào mạng đôi khi màn hình bị giật. Chụp ảnh không đẹp. Khá mờ,"['battery', 'screen', 'camera']","{'battery': 'Positive', 'screen': 'Negative', 'camera': 'Negative'}"
r-57552376,0,Chụp ảnh thì mờ câm. Nhân viên nói dòng điện thoại này máy ảnh chụp không có đẹp,"['camera', 'ser&acc']","{'camera': 'Negative', 'ser&acc': 'Neutral'}"
r-57864772,0,T dùng google chrome muốn quay lại trang trước thì làm ntn đc nhỉ mn,['others'],{'others': 'Neutral'}
r-57847958,0,"Dt ổn trong tầm giá, pin trâu","['general', 'battery']","{'general': 'Positive', 'battery': 'Positive'}"
r-58867797,0,"Sản phậm tệ, nhân viên bán hàng xog ko quan tâm khách hàng sau bán hàng","['general', 'ser&acc']","{'general': 'Negative', 'ser&acc': 'Negative'}"
r-58846855,0,"Ai cho tôi biết ưu điểm của cái điện thoại cao cấp này ạTôi không thấy tốtTầm giá này mà tôi thấy máy vừa chậm, vừa nóng, camera mờ xấu không sắc, không zoom nhiều, 3camera cài đặt tới lui tùm lum","['performance', 'camera']","{'performance': 'Negative', 'camera': 'Negative'}"
r-58780410,0,Nhẹ nhàng cho bạn tayĐủ mạnh mẽ để xử lý tất cả công việc hàng ngày mình không chơi gamePin đủ dùng cho một ngày. Hiện tại tôi không thấy phiền hà gi về pin hy vọng chai pin theo thời gian không quá nhanh,"['design', 'performance', 'battery']","{'design': 'Positive', 'performance': 'Positive', 'battery': 'Neutral'}"
r-58777076,0,"Máy dùng mượt, mát sau khi lên one ui 8. Pin 3900 nhưng đủ dùng cả ngày với những tác vụ thông thường và mạng xã hội.","['performance', 'battery']","{'performance': 'Positive', 'battery': 'Positive'}"
r-58324775,0,"Sản phẩm không tốt như mong đợi so với tầm giá, một mẫu điện thoại trên 30tr mua về xem tiktok thôi máy đã nóng, tgdd ko có hướng giải quyết chỉ phán một câu, máy như thế ko khắc phục được phải sử dụng và chấp nhận lỗi đó2 sao cho sản phẩm1 sao cho cách xử lý sản phẩm lỗi của tgdd","['general', 'battery', 'ser&acc']","{'general': 'Negative', 'battery': 'Negative', 'ser&acc': 'Negative'}"
r-58498388,0,Điện thoại lúc bắt được sóng lúc không bắt được.,['others'],{'others': 'Neutral'}
r-58399705,0,tại sao điện thoại lúc thì nhận được vân tay và khuôn mặt lúc thì không vậy mong admin phản hồi,"['features', 'general']","{'features': 'Negative', 'general': 'Neutral'}"
r-58835748,0,"Trước dùng iPhone, sam sung nay sang oppo thì thấy máy tầu nhiều quảng cáo quá",['others'],{'others': 'Negative'}
r-58774901,0,"Mua máy nên chụp hình thử rồi chép file vô laptop tính dài x rộng ra độ phân giải camera. Máy này là 40963072 pixels thôi, tức khoảng hơn 12MP chứ không phải 50MP","['camera', 'features']","{'camera': 'Negative', 'features': 'Neutral'}"
r-58767179,0,Có hỗ trợ bù tiền đổi sang đt khác kh ạ,['others'],{'others': 'Neutral'}
r-58660424,0,"Tôi đang dùng cũng thấy bình thường, nhưng thi thoảng thấy máy nóng ran lên, tắt nguồn đi một núc khởi động lại vẫn thấy vậy, núc đó chỉ muốn thay máy mới khác hãng cho lành","['general', 'battery']","{'general': 'Neutral', 'battery': 'Negative'}"
r-58610728,0,Bên shop có bán miếng dán màn hình oppo reno13 5g khộng ạ,['others'],{'others': 'Neutral'}
r-58563410,0,"Mọi thứ đều ok. Chỉ riêng phần loa nghe chán , mở to nghe rè rè, âm thanh nghe không bằng con đt 5triệu","['general', 'features']","{'general': 'Positive', 'features': 'Negative'}"
r-58482681,0,Sử dụng điện thoại rất ok nhân viên thế giới di động rất nhiệt tình và chu đáo đã sử dụng 2 tháng rất ok,"['general', 'ser&acc']","{'general': 'Positive', 'ser&acc': 'Positive'}"
r-58372619,0,K sử dụng mà xuống pin nhanh quá mới mua tối hôm qua,['battery'],{'battery': 'Negative'}
r-58337021,0,Mới mua mới kích hoạt máy mà pin tuột như tuột quần,['battery'],{'battery': 'Negative'}
r-58329031,0,Mới xài được mấy tháng OK nhưng loa nghe hơi lớn là rè HK biết do máy hay con máy nào cũng z hay sao Đem lại cửa hàng người ta kiu do nước nhưng có lm j ướt đâu mà kiu ướt loa,"['general', 'features']","{'general': 'Neutral', 'features': 'Negative'}"
r-58281483,0,Mới ngày chủ nhật bữa nữa là 4 ngày ở nhà còn 85% bây giờ còn 82% trong khi đó không có lưới gì hết,['battery'],{'battery': 'Neutral'}
r-58246359,0,"Rất hối hận khi mua chiếc điện thoại này Định mua nó để chơi game liên quân, không ngờ khi mua về chơi nó giật như điên, thêm cái bị lỗi nút di chuyển nữa. Chán","['performance', 'features', 'general']","{'performance': 'Negative', 'features': 'Negative', 'general': 'Negative'}"
r-58178331,0,"Mình dùng được 3tháng rồi tất cả điều ổn. Chỉ mỗi tội cuộc gọi zalo hay messenger gặp chút gió hay quạt gió là bên kia ko nghe được, còn cuộc gọi sim thì vẫn nghe nói bình thường","['general', 'features']","{'general': 'Positive', 'features': 'Negative'}"
r-58172032,0,"Sử dụng hơn tháng rất tệ ko biết là do phần mềm hay gì đó lỗi liên tục đặc biệt là Facebook và Yotubi ko phải do mạng mỗi lần quay vòng vòng là phải tắt nguồn khởi động lại mới sử dụng bình thường được đã mang ra thế giới Di Động nhưng cũng vô dụng đc chỉ dẫn đem lại OPPO bảo hành, mua một đống tiền chứ có ít đâu mà tệ quá tệ thua cái A5 thời xưa, do chưa có thời gian đi ra chụ sở bảo hành,.","['performance', 'general', 'ser&acc']","{'performance': 'Negative', 'general': 'Negative', 'ser&acc': 'Negative'}"
r-58059115,0,Điện thoại hay nóng máy,['others'],{'others': 'Negative'}
r-58018448,0,"Từ lúc biết xài điện thoại mình chỉ sử dụng samsung. Mình ko thích điện thoại trung quốcđiển hình là oppo. Nhưng từ khi điện thoại oppo reno 13 ra đời mình đã sử dụng, mình có nhìn nhận khác về oppo, mình đã mua 1 cặp, xài cùng với vợ mình. Cám ơn nhân viên tgdd tây ninh đã tư vấn nhiệt tình. Rất hài lòng, xài rất ok. Ko hề thất vọng","['ser&acc', 'general']","{'ser&acc': 'Positive', 'general': 'Positive'}"
r-57968707,0,"Mới mua 1 tháng.mọi thứ OK.pin trâu,sạc nhanh.rất mược","['general', 'battery', 'features', 'performance']","{'general': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'performance': 'Positive'}"
r-57965031,0,"Mới dùng 1/2 tháng, fb khi kết bạn bị giật chớp màn hình, nhờ hỗ trợ kỹ thuật","['screen', 'features', 'ser&acc']","{'screen': 'Negative', 'features': 'Neutral', 'ser&acc': 'Positive'}"
r-57964674,0,Điện thoại không chặn được số lạ dù đã bật thất vọng,"['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-57961394,0,"Tuyệt vời lắm luôn, dùng rất ưng nha",['general'],{'general': 'Positive'}
r-58828538,0,Bắt wifi kém quá,['features'],{'features': 'Negative'}
r-58660442,0,"Sử dụng quá ngon, nhưng mà mình hay bị tình trạng bong bong chat messenger mở lên không hiển thị, phải khởi động lại máy","['general', 'performance']","{'general': 'Positive', 'performance': 'Negative'}"
r-58514372,0,"Pin bình thường nếu sd nhiều thì 78h là hết pin, phần mềm đôi khi bị lỗi vặt, cảm ứng cũng lỗi luôn, nói chung sd thì vẫn ổn nhưng ko xứng đáng 23tr để mua","['battery', 'features', 'performance', 'general', 'price']","{'battery': 'Negative', 'features': 'Negative', 'performance': 'Negative', 'general': 'Positive', 'price': 'Negative'}"
r-58249185,0,"Nói về cấu hình thì không cần bàn vượt trội trong tầm giá, hệ điều hành mới đc cải thiện mượt mà pin trâu sạc nhanh đáng tiền","['performance', 'battery', 'features', 'price']","{'performance': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'price': 'Positive'}"
r-58175759,0,Good,['others'],{'others': 'Positive'}
r-58613503,0,Đánh giá này dành riêng cho Các bạn Bán hàng DMX222 hùng vương  Tuy Hòa  Daklak nha.Cảm ơn các bạn vì các bạn rất nhiệt tình và chu đáo. Rất thích các bạn,"['ser&acc', 'general']","{'ser&acc': 'Positive', 'general': 'Positive'}"
r-58250216,0,"Máy mới mua chưa tới một tháng nữa mà giật lag tạp vụ thì chậm, pin thì nhanh hết.... Cam thì lúc rõ lúc ảo... Chán nhờ nhân viên hỗ trợ với ạ","['performance', 'battery', 'camera', 'ser&acc']","{'performance': 'Negative', 'battery': 'Negative', 'camera': 'Negative', 'ser&acc': 'Negative'}"
r-58123832,0,Con này nó cứ bị quảng cáo thì có đổi đc k ad,['others'],{'others': 'Negative'}
r-57908413,0,Bên mình gọi lại cho em nha. Em thấy số mà em ddang bận ạ,['others'],{'others': 'Neutral'}
r-57838399,0,máy lag quá ạ,['performance'],{'performance': 'Negative'}
r-57759306,0,"Miếng dán màn hình lúc mua điện thoại dán sẵn, hiện tại mình mún dán lại thì giá bao nhiêu v ạ","['screen', 'price', 'others']","{'screen': 'Neutral', 'price': 'Neutral', 'others': 'Neutral'}"
r-57660153,0,Điện thoại quá kém tác vụ thì chậm pin thì bị ảo 80% mà sài đc 2 tiếng tuột còn 15% chơi game thì lag chụp hình thiếu ánh sáng tí thì chụp mờ ko thấy được gì nói chung cảm nhận rất tệ,"['performance', 'battery', 'camera', 'general']","{'performance': 'Negative', 'battery': 'Negative', 'camera': 'Negative', 'general': 'Negative'}"
r-57570603,0,"Đt chậm,nhanh nóng máy,so với các dòng khác của oppo thì con này dở nhất từng dùng.đc mỗi cái sạc nhanh.","['performance', 'battery', 'general', 'features']","{'performance': 'Negative', 'battery': 'Positive', 'general': 'Negative', 'features': 'Negative'}"
r-57563473,0,"điện thoại này khá là tệ nha, pin thì ổn, sạc nhanh, nhưng rất lag, chủ yếu là dùng zalo nhưng mở zalo mãi 1 lúc lâu mới hiện lên bàn phím, rồi bấm tn thì 1 lúc sau nữa chữ mới chạy, có khi không chạy luôn, dù có mạng đầy đủ nhưng messenger lúc dùng được lúc không, đa số là ở tình trạng đang đợi mạng, gỡ ra cài lại làm đủ cách nhưng không cải thiện, màn hình lướt giật giật kg mượt, vào ứng dụng gì cũng load chậm, chụp ảnh thì rất tệ, khá thất vọng, đã mua 3 tháng không biết điện máy xanh có thu lại không, tôi muốn đổi cái khác, cùng tầm giá này xiaomi xài mướt hơn nhiều","['battery', 'features', 'performance', 'screen', 'camera', 'general']","{'battery': 'Positive', 'features': 'Negative', 'performance': 'Negative', 'screen': 'Negative', 'camera': 'Negative', 'general': 'Negative'}"
r-57528725,0,"Camera tưởng đâu thời trước, nó rất mờ và thật tệ huhu. Xem như vứt tiền qua cửa sổ rồi","['camera', 'price']","{'camera': 'Negative', 'price': 'Negative'}"
r-57525922,0,"Làm sao để tắt và mở bằng cách nhấn liên tục trên màn hình , máy chỉ có thể nhấn liên tục khi mở","['screen', 'features']","{'screen': 'Neutral', 'features': 'Negative'}"
r-57522681,0,"Mua hồi thág 9 Sài tới giờ rất thích sử dụng cơ bản hàng ngày mượt mà tầm giá 5,290 A3 128gb còn pin tạm ổn sạc nhanh rất oke. Sài máy không nóng thích chíp Snopdragon 6s này rồi 5sao.","['general', 'performance', 'price', 'battery', 'features']","{'general': 'Positive', 'performance': 'Positive', 'price': 'Positive', 'battery': 'Positive', 'features': 'Positive'}"
r-57522075,0,"Mua đc 3 ngày pin tuột phải đổi máy mới, nay xài đc 1 tuần tuột tiếp. Tệ quá.","['battery', 'general']","{'battery': 'Negative', 'general': 'Negative'}"
r-57513828,0,"Chị mình đang dùng nên chỉ mình mua, máy oppo này màn hình sáng, loa hay lắm","['screen', 'features']","{'screen': 'Positive', 'features': 'Positive'}"
r-57513764,0,"Máy đẹp, xài ổn và bền","['design', 'general', 'battery']","{'design': 'Positive', 'general': 'Positive', 'battery': 'Neutral'}"
r-57507082,0,Mình mua đk 2 tháng giờ muốn đổi sang samsung a16 ko biết bên mình có hỗ trợ không,['others'],{'others': 'Neutral'}
r-57475866,0,Mình mới mua gần 1tháng có thể đổi lại đc không máy không hỗ trợ được những chức năng mình cần,"['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-57328484,0,"Ae đừng nên mua dòng này, tốn pin, máy lag nói chung là thua xa dòng Redmi cùng giá","['battery', 'performance', 'general']","{'battery': 'Negative', 'performance': 'Negative', 'general': 'Negative'}"
r-57327391,0,Mới mua dc 10 ngày giờ đổi lại mất bn % vậy,['others'],{'others': 'Negative'}
r-57316755,0,"Máy mới mua, pin 5100 mà sao tụt pin nhanh vậy có đc đổi trả k ad","['battery', 'general']","{'battery': 'Negative', 'general': 'Neutral'}"
r-57247804,0,Sản phẩm OK,['general'],{'general': 'Neutral'}
r-56828944,0,ok,[],{}
r-58794956,0,Máy sài mượt..pin bao trâu..sạc bao nhanh..hiệu năng hàng đầu ngang với những máy cao cấp nhất..cam đẹp..zoom xa như sam sung..quá tuyệt cho e này..giá mềm,"['performance', 'battery', 'features', 'camera', 'price', 'general']","{'performance': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'camera': 'Positive', 'price': 'Positive', 'general': 'Positive'}"
r-58605854,0,Nv dmx nhiêt tình,['ser&acc'],{'ser&acc': 'Positive'}
r-58600862,0,"Nhân viên tư vấn hỗ trợ chính sách về giá cả, thu cũ đổi mới nhiệt tình.Mua được với mức giá hơn 15tr sau khi được trợ giá thu cũ đến 2tr rất xứng đáng.Máy mượt mà, nhiều chức năng hữu ích, đặc biệt là các chức năng AI mới.Camera đẹp trong tầm giá với một con máy chính hãng bảo hành lâu dài.","['ser&acc', 'price', 'performance', 'features', 'camera']","{'ser&acc': 'Positive', 'price': 'Positive', 'performance': 'Positive', 'features': 'Positive', 'camera': 'Positive'}"
r-58581718,0,Máy mới mua mà sài youtube lâu lâu nó bị treo đơ,['performance'],{'performance': 'Negative'}
r-58355496,0,"Đt Sài rất tốt nhẹ, mỏng rất thời trang","['design', 'general']","{'design': 'Positive', 'general': 'Positive'}"
r-58199713,0,"Xài tác vụ cũng OK , lúc đầu pin thì trâu ok , xài được mấy tháng thì bắt đầu xuống pin, mới hôm nay sáng 8h30 sạc đầy xong chỉ lướt fb ko game Facebook, tuột pin ko phanh giờ mới có 10h25p đã gần hết 80% cân nhắc trước khi mua dòng máy này, pin rất tệ sạc rất nóng","['battery', 'general']","{'battery': 'Negative', 'general': 'Neutral'}"
r-58873104,0,"Mình mua máy 5tr1 mà sao về kiểm tra đơn đã mua thì chỉ để có 4tr5 thôi ạ, mong được giải đáp","['price', 'general']","{'price': 'Negative', 'general': 'Neutral'}"
r-58778976,0,Điện thoại xài 3 tháng ko dính nước sim ko nhận gởi bảp hành báo rĩ sét toàn bộ men màng hình lỗ sạt là sao mua gần 5tr giờ kiêu 2tr2 nữa sữa ai chấp nhận,"['general', 'ser&acc']","{'general': 'Negative', 'ser&acc': 'Negative'}"
r-58563597,0,Máy cứ vài hôm là tự cho sim về chế độ thuê bao cứ phải tắt bật nguồn lại mới nghe gọi đc đây là lỗi của máy hay ở chế độ cài đặt nào vậy.,['others'],{'others': 'Negative'}
r-58562182,0,Cho mh hỏi cục sạc có đc bảo hành ko ạ.cục sạc mua máy đc tặng,['ser&acc'],{'ser&acc': 'Neutral'}
r-58410969,0,"Mới mua được 2 tháng, mà nhanh hết pin, máy nóng, máy để qua đêm hao 11% pin","['battery', 'performance']","{'battery': 'Negative', 'performance': 'Negative'}"
r-58385881,0,"Mới nhận máy xong, màn hình hơi nhỏ so với 6,7 inch, nút bật tắt ngồn hơi bị thụt vào bên trong","['screen', 'features']","{'screen': 'Negative', 'features': 'Negative'}"
r-58353282,0,"Máy mới mua được 6 ngày máy bị lỗi phím ko tăng giảm âm lượng được, lên thế giới đi động huyện gia lộc, tỉnh hải dương đổi ko được đổ lỗi cho khách hàng đánh rơi bóng màn hình","['features', 'screen', 'ser&acc']","{'features': 'Negative', 'screen': 'Negative', 'ser&acc': 'Negative'}"
r-58342721,0,Máy mới mua chưa tới 3 ngày mà màn hình cảm ứng đã lỗi rồi. Chán quá Không có thời gian mà giờ phải mang máy lên check lại,"['screen', 'general']","{'screen': 'Negative', 'general': 'Negative'}"
r-58187765,0,Sẽ ko quay lại lần 2. Giá ss a16 trên web 5090 mà giá bán thực tế 5390.,"['price', 'general']","{'price': 'Negative', 'general': 'Negative'}"
r-58051570,0,"máy mới mua 10 ngày đã bị lỗi, k kết nối wifi đc, k lên Goolgle đc , nhân viên hỗ trợ đổi máy nhiệt tình","['features', 'ser&acc', 'general']","{'features': 'Negative', 'ser&acc': 'Positive', 'general': 'Negative'}"
r-58047240,0,Máy đẹp chụp hình tốt nfc quét không cần gỡ ốp lưng luôn.không đòi hỏi gì thêm ở tầm giá này nữa.có 1 cái khá khó chịu là khi gọi điện thoại bật loa ngoài loa rất to mặc dù đã giảm âm lượng xuống hết mức.pin thì dư sử dụng 1 ngày xài ngon nha mng,"['design', 'camera', 'features', 'general', 'sound', 'battery']","{'design': 'Positive', 'camera': 'Positive', 'features': 'Positive', 'general': 'Positive', 'sound': 'Negative', 'battery': 'Positive'}"
r-58031663,0,Máy hao pin lắm.,['battery'],{'battery': 'Negative'}
r-58019612,0,"Máy rất mượt, nhưng thấy hơi hao pin. Mới dùng thấy ổn vs tầm giá","['performance', 'battery', 'general']","{'performance': 'Positive', 'battery': 'Negative', 'general': 'Positive'}"
r-57992829,0,"Điện thoại mới mua 4 ngày mà kết nối với 4G, wifi , chân sạc khi vào, khi không Yêu cầu anh em kỹ thuật xuống kiểm tra nhé","['features', 'others']","{'features': 'Negative', 'others': 'Neutral'}"
r-57971429,0,"cho mình hỏi với ạ.Mình mới mua máy này, mình mở nhạc hay coi youtobe thì khi mở loa vừa hoặc to làm giật giật rung máyVậy là do máy bị lỗi hay sao ạ. Mình dùng nhiều máy của sam sung ròi nhưng không bị như này","['features', 'performance']","{'features': 'Negative', 'performance': 'Negative'}"
r-57967052,0,Không có khe cắm thẻ nhớ,['storage'],{'storage': 'Negative'}
r-57946665,0,"Máy ổn trong tầm giá , pin hơi yếu , tuột nhanh. Với lại tgdd nói tích điểm quà tặng vip gì mà mua 3 ngày rồi chẳng thấy điểm ở đâu. Pó tay.","['general', 'battery', 'ser&acc']","{'general': 'Positive', 'battery': 'Negative', 'ser&acc': 'Negative'}"
r-57945275,0,Máy mới mua hôm 16/2/2025 mà xem video facebook bị giật không biết bị sao,['performance'],{'performance': 'Negative'}
r-57913135,0,Máy bị đơ cảm ứngDùng lâu lại bị,"['features', 'performance']","{'features': 'Negative', 'performance': 'Negative'}"
r-57912789,0,Cho hỏi sài được 2 sim hay 1 sim ạ,['others'],{'others': 'Neutral'}
r-57873447,0,"Từ lúc mua cho ba tới giờ ,sửa hết 3 lần , đt hay lỗi mắc đi sửa , rồi bên đmx gửi về hãng sửa , rất mất tg.","['general', 'ser&acc']","{'general': 'Negative', 'ser&acc': 'Negative'}"
r-57809791,0,Máy sử dụng cho người cao tuổi rất tốt loa to rõ ràng kích thước chữ to pin sử dụng trâu,"['features', 'battery']","{'features': 'Positive', 'battery': 'Positive'}"
r-57316209,0,"Loa to,bàn phím số to, sạc tôi phải chế dây cáp sạc củ sạc khác, chứ dùng sạc zin k ăn thua, khá hài lòng với chất lượng","['features', 'general']","{'features': 'Negative', 'general': 'Positive'}"
r-57315529,0,"về ban đầu đưa cho bà thì bà thích lắm tiếng to rõ , tuy nhiên thì mình thấy chân sạc khá sâu, nên các dây hiện tại ở nhà đang dùng cho máy Sam sung ko cắm vào được,đây là hạn chế của dòng máy này","['features', 'design']","{'features': 'Positive', 'design': 'Negative'}"
r-57301205,0,"Điện thoại dễ dùng cho người có tuổi, loa to, bàn phím bấm to, tiện lợi.",['features'],{'features': 'Positive'}
