shop,model,product_url
thegioididong,"Laptop Dell 15 DC15250 - 71071928 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)",https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-71071928
thegioididong,"Laptop Asus Vivobook S14 S3407VA - LY146W (Core 5 210H, 16GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-s14-s3407va-core-5-210h-ly146w?utm_flashsale=1
thegioididong,"Laptop Asus Vivobook 14 X1404VA - NK771WS (i5 1334U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-x1404va-i5-nk771ws
thegioididong,"Laptop Lenovo ThinkBook 14 G8 - 21SG007SVN (Core 5 210H, 16GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g8-core-5-210h-21sg007svn
thegioididong,"Laptop Dell Inspiron 14 5440 - 7FN5J (Core 7 150U, 16GB, 1TB, Full HD+, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-7fn5j
thegioididong,"Laptop HP Pavilion X360 14 ek2027TU - 9Z2V9PA (Core 7 150U, 16GB, 512GB, Full HD, Cảm ứng, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa
thegioididong,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R9M1 - NH.QPFSV.004 (R5 7535HS, 16GB, 512GB, RTX3050 6GB, Full HD 180Hz, Win11)",https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r9m1-r5-7535hs-nh-qpfsv-004
thegioididong,"Laptop Lenovo ThinkPad E14 Gen 7 - 21SX005QVN (Ultra 5 225U, 32GB, 1TB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkpad-e14-gen-7-ultra-5-225u-21sx005qvn
thegioididong,"Laptop MSI Gaming Katana 15 HX B14WEK - 027VN (i7 14650HX, 32GB, 512GB, RTX5050 8GB, QHD 165Hz, Win11)",https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wek-i7-14650hx-027vn
thegioididong,"Laptop HP OmniBook 5 AI 16 af1048TU - BZ7Q9PA (Ultra 5 225U, 16GB, 512GB, WUXGA, OfficeH24, Win11)",https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1048tu-ultra-5-225u-bz7q9pa
thegioididong,"Laptop Asus Vivobook 16 A1607CA - MB038WS (Ultra 5 225H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-16-a1607ca-ultra-5-mb038ws
thegioididong,"Laptop Asus Vivobook 16 X1605VA - MB1875WS (i7 13620H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i7-mb1875ws
thegioididong,"Laptop Dell Inspiron 15 3520 - N3520-i7U165W11BLU-FP (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n3520i7u165w11blufp
thegioididong,"Laptop Lenovo ThinkBook 14 - 21SG007VVN (Core 7 240H, 32GB, 1TB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkbook-14-core-7-240h-21sg007vvn
thegioididong,"Laptop Acer Aspire Lite 15 AL15 42P R86Y - NX.D3QSV.003 (R7 7730U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r86y-r7-7730u-nxd3qsv003
thegioididong,"Laptop HP Pavilion 15 eg2082TU - 7C0Q5PA (i5 1240P, 8GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa?utm_flashsale=1
thegioididong,"Laptop Lenovo V15 G5 IRL - 83HF0000VN (Core 5 120U, 16GGB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/lenovo-v15-g5-irl-core-5-83hf0000vn
thegioididong,"Laptop MSI Prestige 14 AI+ Evo C2VMG - 020VN (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, Win11)",https://www.thegioididong.com/laptop/msi-prestige-14-ai-evo-c2vmg-ultra-7-020vn
thegioididong,"Laptop Dell Inspiron 15 3520 - 25P2315 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-25p2315
thegioididong,"Laptop Asus Zenbook 14 UX3405CA - PZ187WS (Ultra 5 225H, 16GB, 512GB, 2.8K OLED 120Hz, Cảm ứng, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-5-pz187ws?utm_flashsale=1
thegioididong,"Laptop Acer Gaming Aspire 7 A715 59G 73LB - NH.QX6SV.002 (i7 12650H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/acer-aspire-7-a715-59g-73lb-i7-12650h-nh-qx6sv-002
thegioididong,"Laptop Asus Vivobook 16 X1605VA - MB360W (i5 1335U, 16GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb360w
thegioididong,"Laptop Dell Inspiron 15 3520 - N5I5057W1 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeHS+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5057w1
thegioididong,"Laptop Lenovo Ideapad Slim 3 15IRH8 - 83EM003FVN (i7 13620H, 16GB, 1TB, Full HD, Win11)",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn
thegioididong,"Laptop HP OmniBook 5 AI 16 af1046TU - BZ7Q8PA (Ultra 5 225U, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1046tu-ultra-5-225u-bz7q8pa
thegioididong,"Laptop HP Probook 450 G10 - 9H1N5PT (i5 1335U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-probook-450-g10-i5-9h1n5pt?utm_flashsale=1
thegioididong,"Laptop Lenovo ThinkBook 14 - 21SJ006YVN (Ultra 7 255H, 32GB, 1TB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkbook-14-ultra-7-21sj006yvn
thegioididong,"Laptop MSI Gaming GF63 Thin 12VE - 460VN (i5 12450H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn
thegioididong,Laptop MacBook Pro 16 inch M4 Pro 24GB/512GB,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-24gb-512gb
thegioididong,"Laptop Dell Inspiron 15 3520 - 71053682 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-71053682
thegioididong,"Laptop HP Pavilion 16 af0054TU - AY8C3PA (Ultra 5 125U, 16GB, 1TB, WUXGA, OfficeHS+365, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-16-af0054tu-ultra-5-ay8c3pa
thegioididong,"Laptop Asus Vivobook S16 M5606KA - RI016WS (R7 AI 350, 24GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-s-16-m5606ka-r7-ai-350-ri016ws
thegioididong,"Laptop Asus Vivobook 14 X1404V - NK050W (i5 1335U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-i5-nk050w
thegioididong,"Laptop HP Envy X360 14 fa0047AU - A19BPPA (R7 8840HS, 16GB, 1TB, 2.8K OLED, Cảm ứng, Win11)",https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0047au-r7-a19bppa?utm_flashsale=1
thegioididong,"Laptop Acer Swift Go 14 41 R251 - NX.KG3SV.005 (R5 7430U, 16GB, 1TB, Full HD, Win11)",https://www.thegioididong.com/laptop/acer-swift-go-14-41-r251-r5-nxkg3sv005
thegioididong,"Laptop Lenovo IdeaPad Slim 5 OLED 14IRH10R - 83J0006EVN (Core 5 210H, 16GB, 512GB, WUXGA OLED, Win11)",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14irh10r-core-5-83j0006evn
thegioididong,"Laptop Dell Inspiron 15 3530 - N3530-i7U161W11SLU-BL (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530-i7u161w11slu-bl
thegioididong,"Laptop MSI Gaming Cyborg 15 AI A1VEK - 053VN (Ultra 7 155H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn
thegioididong,"Laptop Dell 15 DC15250 - DC15250-i7U161W11SLU (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-dc15250-i7u161w11slu
thegioididong,"Laptop HP Gaming VICTUS 15 fb3116AX - BX8U4PA (R7 7445HS, 16GB, 512GB, RTX3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/hp-victus-15-fb3116ax-r7-7445hs-bx8u4pa
thegioididong,"Laptop Dell Inspiron 15 3520 - 71054775 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, KYHD, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71054775
thegioididong,"Laptop Asus Vivobook 15 OLED A1505ZA - MA415W (i5 12500H, 16GB, 512GB, 2.8K OLED 120Hz, Win11)",https://www.thegioididong.com/laptop/asus-asus-vivobook-15-oled-a1505za-i5-ma415w
thegioididong,"Laptop Acer Aspire 16 AI A16 71M 71U7 - NX.J4YSV.002 (Ultra 7 155H, 16GB, 512GB, Full HD+, Win11)",https://www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-71u7-ultra-7-nxj4ysv002
thegioididong,"Laptop Lenovo ThinkBook 16 G8 IRL - 21SH0097VN (Core 5 210H, 16GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g8-irl-core-5-21sh0097vn
thegioididong,"Laptop Lenovo Gaming Legion 5 15IRX10 - 83LY00A6VN (i7 14700HX, 24GB, 512GB, RTX 5050 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",https://www.thegioididong.com/laptop/lenovo-legion-5-15irx10-i7-83ly00a6vn
thegioididong,Laptop MacBook Pro 16 inch M4 Max 36GB/1TB,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-max-36gb-1tb
thegioididong,"Laptop MSI Prestige 13 AI Evo A1MG - 062VN (Ultra 7 155H, 32GB, 1TB, 2.8K OLED, Win11)",https://www.thegioididong.com/laptop/msi-prestige-13-ai-evo-a1mg-ultra-7-062vn
thegioididong,"Laptop HP Elitebook 630 G10 - 9H1N9PT (i7 1355U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-9h1n9pt?utm_flashsale=1
thegioididong,"Laptop Dell Inspiron 15 3520 - N5I7125W1 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n5i7125w1
thegioididong,"Laptop Asus Zenbook 14 UX3405CA - PZ204WS (Ultra 9 285H, 32GB, 1TB, 2.8K 120Hz, Cảm ứng, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-9-pz204ws?utm_flashsale=1
thegioididong,"Laptop Dell Inspiron 15 3520 - 71069748 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-1255-71069748
thegioididong,"Laptop Acer Aspire 5 A514 56P 54TN - NX.KHRSV.004 (i5 1335U, 8GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004?utm_flashsale=1
thegioididong,"Laptop Asus Zenbook A14 UX3407QA - QD299WS (X1 26 100, 16GB/, 512GB, WUXGA OLED, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-zenbook-a14-ux3407qa-x1-26-100-qd299ws
thegioididong,"Laptop HP 240R G10 - C3RU7AT (Core 5 120U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-240r-g10-core-5-120u-c3ru7at
thegioididong,"Laptop Dell Inspiron 7440 - N7440-C7U161W11IBU (Core 7 150U, 16GB, 1TB, Full HD+, Cảm ứng, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-7440-core-7-n7440c7u161w11ibu
thegioididong,"Laptop Lenovo IdeaPad Slim 5 OLED 14IRH10R - 83J0006CVN (Core 5 210H, 32GB, 1TB, WUXGA OLED, Win11)",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14irh10r-core-5-83j0006cvn
thegioididong,"Laptop Lenovo ThinkBook 16 - 21SK006YVN (Ultra 7 255H, 32GB, 1TB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkbook-16-ultra-7-21sk006yvn
thegioididong,"Laptop MSI Gaming Bravo 15 B7ED - 010VN (R5 7535HS, 16GB, 512GB, RX 6550M 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn
thegioididong,"Laptop HP EliteBook 6 G1i 13 - BQ9L8PT (Ultra 5 225U, 16GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/hp-elitebook-6-g1i-13-ultra-5-225u-bq9l8pt
thegioididong,"Laptop Dell Inspiron 16 5640 - N5640-C7U161W11IBU (Core 7 150U, 16GB, 1TB, Full HD+, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu
thegioididong,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHH2VN893SH (i5 13420H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-gaminga16cmhh2vn893sh
thegioididong,"Laptop HP OmniBook UF 14 fh0095TU - BZ7S2PA (Ultra 9 288V, 32GB, 1TB, 2.8K OLED 120Hz, Cảm ứng, OfficeH24, Win11)",https://www.thegioididong.com/laptop/hp-omnibook-uf-14-fh0095tu-ultra-9-288v-bz7s2pa
thegioididong,"Laptop Lenovo V14 G4 - 83A000S4VN (i3 1315U, 8GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/lenovo-v14-g4-i3-1315u-83a000s4vn
thegioididong,"Laptop Asus Gaming V16 V3607VH - RP084W (Core 5 210H, 16GB, 512GB, RTX 5050 8GB, WUXGA 144Hz, Win11)",https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vh-core-5-210h-rp084w
thegioididong,"Laptop Asus Gaming ROG Strix G615JMR - S5155W (i7 14650HX, 32GB, 1TB, RTX5060 8GB, 2.5K 240Hz, Win11)",https://www.thegioididong.com/laptop/asus-g615jmr-i7-14650hx-s5155w
thegioididong,"Laptop Dell Latitude 3450 - 71058806 (i7 1355U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/dell-latitude-3450-i7-71058806
thegioididong,"Laptop HP Gaming VICTUS 15 fb3115AX - BX9C9PA (R7 7445HS, 16GB, 512GB, RTX4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/hp-victus-15-fb3115ax-r7-7445hs-bx9c9pa
thegioididong,"Laptop HP Envy X360 14 fa0097AU - AY8U7PA (R5 8640HS, 16GB, 512GB, 2.8K OLED, Cảm ứng, OfficeHS+365, Win11)",https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0097au-r5-ay8u7pa?utm_flashsale=1
thegioididong,"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu
thegioididong,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - C7H161W11II5050 (Core 7 240H, 16GB, 1TB, RTX 5050 8GB, WQXGA 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-7-240h-c7h161w11ii5050
thegioididong,"Laptop MSI Gaming Stealth 14 AI Studio A1VFG - 085VN (Ultra 7 155H, 32GB, 1TB, RTX 4060 8GB, 2.8K OLED 120Hz, Win11)",https://www.thegioididong.com/laptop/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn
thegioididong,"Laptop Lenovo V14 - 83HD0001VN (Core 5 120U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/lenovo-v14-core-5-83hd0001vn
thegioididong,"Laptop GIGABYTE Gaming G6 MF RC56 - 9RC56MF0HJIIXIVN000 (i7 13620H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",https://www.thegioididong.com/laptop/gigabyte-g6-mf-rc56-i7-9rc56mf0hjiixivn000
thegioididong,"Laptop HP Pavilion X360 14 ek2013TU - 9Z2V4PA (Core 7 150U, 16GB, 512GB, Full HD, Cảm ứng, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2013tu-core-7-9z2v4pa
thegioididong,"Laptop Asus Vivobook 16 M1607KA - MB091WS (R7 AI 350, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-16-m1607ka-r7-ai-350-mb091ws
thegioididong,"Laptop Acer Aspire Lite AL16 51P 596H - NX.KWZSV.002 (i5 1235U, 8GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002?utm_flashsale=1
thegioididong,"Laptop Dell G15 5530 - i9HX161W11GR4060 (i9 13900HX, 16GB, 1TB, 8GB RTX4060, 15.6""F, 165Hz, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-g15-5530-i9-i9hx161w11gr4060
thegioididong,"Laptop Dell Inspiron 15 3530 - 71043885 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885
thegioididong,"Laptop Lenovo Gaming LOQ 15AHP10 - 83JG0047VN (R7 250, 16GB, 512GB, RTX 5050 8GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-gaming-loq-15ahp10-r7-83jg0047vn
thegioididong,"Laptop HP 240 G10 - 9H2E4PT (i5 1335U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt?utm_flashsale=1
thegioididong,"Laptop Acer Swift Lite 14 AI SFL14 51M 56HS - NX.J1HSV.002 (Ultra 5 125U, 16GB, 512GB, Full HD+, Win11)",https://www.thegioididong.com/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002
thegioididong,"Laptop Lenovo ThinkBook 16 G7 - 21MS007HVN (Ultra 7 155U, 32GB, 1TB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g7-ultra-7-21ms007hvn
thegioididong,"Laptop Dell Inspiron 14 5440 - N5440-C5U165W11IBD2 (Core 5 120U, 16GB, 512GB, MX570A 2GB, 2.2K, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-5-n5440c5u165w11ibd2
thegioididong,"Laptop MSI Gaming Katana A15 AI B8VG - 465VN (R7 8845HS, 16GB, 1TB, RTX 4070 8GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r7-465vn
thegioididong,"Laptop Lenovo ThinkPad T14s - 21R1000AVN (Ultra 7 255H, 32GB, 512GB, WUXGA, Win11 Pro)",https://www.thegioididong.com/laptop/lenovo-thinkpad-t14s-ultra-7-21r1000avn
thegioididong,"Laptop Acer Swift Go 14 AI 73 71ZX - NX.KSLSV.002 (Ultra 7 155H, 16GB, 512GB, 2.8K, Win11)",https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002?utm_flashsale=1
thegioididong,"Laptop Asus TUF Gaming F16 FX607VJ - RL035W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, Full HD+ 144Hz, Win11)",https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx607vj-core-5-rl035w
thegioididong,"Laptop HP Elitebook 635 Aero G11 - A8WS6PT (R5 8640U, 16GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/hp-elitebook-635-aero-g11-r5-a8ws6pt
thegioididong,"Laptop Dell Inspiron 14 5440 - 71053697 (Core 5 120U, 16GB, 1TB, Full HD+, OfficeH24+365B, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-5-120u-71053697
thegioididong,"Laptop Dell Latitude 7350 - L7350-135U-16512W (Ultra 5 135U vPro, 16GB, 512GB, Full HD+, Win11)",https://www.thegioididong.com/laptop/dell-latitude-7350-ultra-5-l7350135u16512w
thegioididong,"Laptop MSI Prestige 14 AI Studio C1UDXG - 058VN (Ultra 7 155H, 16GB, 1TB, RTX 3050 6GB, Full HD+ 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn
thegioididong,"Laptop Lenovo Yoga Slim 7 OLED 14ILL10 - 83JX0081VN (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, OfficeH24, Win11)",https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-oled-14ill10-ultra-7-258v-83jx0081vn
thegioididong,"Laptop Lenovo Gaming Legion 5 15IRX10 - 83LY00HQVN (i7 13650HX, 16GB, 512GB, RTX 5060 8GB, WUXGA 165Hz, OfficeH24, Win11)",https://www.thegioididong.com/laptop/lenovo-gaming-legion-5-15irx10-i7-13650hx-83ly00hqvn
thegioididong,"Laptop HP Gaming VICTUS 16 s0077AX - 8C5N6PA (R7 7840HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa?utm_flashsale=1
thegioididong,"Laptop Asus Vivobook 15 OLED A1505VA - MA586WS (i9 13900H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeHS, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-ma586ws
thegioididong,"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000GVN (i5 13420H, 24GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i5-83k1000gvn
thegioididong,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHI2VN893SH (i7 13620H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i7-gaming-a16-cmhi2vn893sh
thegioididong,"Laptop HP 240R G10 - C3RU6AT (Core 3 100U, 8GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-240r-g10-core-3-100u-c3ru6at
thegioididong,"Laptop MSI Gaming Katana 15 HX B14WFK - 025VN (i7 14650HX, 16GB, 512GB, RTX5060 8GB, QHD 165Hz, Win11)",https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wfk-i7-14650hx-025vn
thegioididong,Pin sạc dự phòng 20000mAh Type C PD QC 3.0 30W Baseus Comet Pro E0027Y kèm Cáp Lightning và Type C,https://www.thegioididong.com/sac-dtdd/baseus-comet-pro-30w-comet-pro-e0027y-kem-cap-lightning-va-type-c
thegioididong,Pin sạc dự phòng Polymer Không dây Magnetic Qi2.2 Type C PD 30W Ugreen PB773 kèm Cáp Type C,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-khong-day-magnetic-qi2-2-type-c-pd-30w-ugreen-pb773
thegioididong,Pin sạc dự phòng 15000mAh Không dây Magnetic Qi2 Type C PD QC 3.0 100W Xmobile JP339,https://www.thegioididong.com/sac-dtdd/sac-du-phong-15000mah-khong-day-magnetic-100w-xmobile-jp339
thegioididong,Pin sạc dự phòng 20000mAh Type C PD QC 3.0 33W Xiaomi PB2030MI kèm Cáp Type C,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-20000mah-type-c-pd-qc-3-0-33w-xiaomi-pb2030mi
thegioididong,Pin sạc dự phòng 10000mAh Type C PD QC 3.0 45W Anker A1638 kèm cáp dây rút Type C,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-pd-qc-3-0-45w-anker-a1638
thegioididong,Pin sạc dự phòng Polymer 10000mAh Type C PD 20W Xmobile DS2054B kèm Cáp Type C,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-10000mah-type-c-20w-xmobile-ds2054b-kem-cap-type-c
thegioididong,Pin sạc dự phòng Polymer 20000mAh Type C PD QC 3.0 30W Ugreen PB532,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-20000mah-type-c-pd-qc-3-0-30w-ugreen-pb532
thegioididong,Pin sạc dự phòng 20000mAh Type C PD QC 3.0 67W Ugreen PB550 kèm Cáp Type C,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-20000mah-type-c-pd-qc-3-0-67w-ugreen-pb550-kem-cap-type-c
thegioididong,Pin sạc dự phòng 25000mAh Type C PD QC 3.0 165W Anker Zolo A1695 kèm cáp dây rút Type C,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-25000mah-type-c-pd-qc-3-0-165w-anker-zolo-a1695-kem-cap?utm_flashsale=1
thegioididong,Pin sạc dự phòng Polymer 20000mAh Type C PD QC 3.0 22.5W Xmobile H32 kèm Cáp Lightning và Type C,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-20000mah-type-c-pd-qc-3-0-22-5w-xmobile-h32
thegioididong,Pin sạc dự phòng 20000mAh Type C PD QC 3.0 22.5W Xiaomi PB2020MI kèm Cáp Type C,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-20000mah-type-c-pd-qc-3-0-22-5w-xiaomi-pb2020mi
thegioididong,Pin sạc dự phòng Polymer 20000mAh Type C PD 65W Xmobile DS2294B kèm Cáp Type C,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-20000mah-type-c-65w-xmobile-ds2294b-kem-cap-type-c
thegioididong,Pin sạc dự phòng Polymer 10000mAh Không dây Magnetic Qi2 Type C PD 20W Ugreen Uno PB764,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-10000mah-khong-day-qi2-type-c-pd-20w-ugreen-uno-pb764?utm_flashsale=1
thegioididong,Pin sạc dự phòng Polymer 10000mAh Không dây Magnetic Type C PD 22.5W Xmobile New Power P11 kèm Cáp Type C,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-22-5w-xmobile-new-power-p11-kem-cap-type-c
thegioididong,Pin sạc dự phòng Polymer 10000mAh Type C PD 22.5W Xmobile F13 kèm Cáp Type C,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-10000mah-type-c-pd-22-5w-xmobile-f13-kem-cap-type-c
